,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,ABCB,-53.14200890648194,30.83421330517423,-38.69371598218704,40.42,18.94,24.78
1,ABTX,-39.76095617529881,15.608465608465604,-30.358565737051794,37.65,22.68,26.22
2,AEM,-23.751007252215956,68.00528401585204,28.10233682514102,49.64,37.85,63.59
3,AINC,-78.68085106382979,31.53692614770459,-71.95744680851064,23.5,5.01,6.59
4,ALB,-43.02663980299978,49.174852652259354,-15.010073875083943,89.34,50.9,75.93
5,AMNB,-40.873893805309734,21.562207670720298,-28.124999999999996,36.16,21.38,25.99
6,AQN,-42.12432106216053,46.81960375391032,-15.027157513578759,16.57,9.59,14.08
7,ATO,-32.69230769230769,26.310559006211193,-14.983277591973234,119.6,80.5,101.68
8,AXP,-49.638501424085305,42.198375870069626,-28.386766961221063,136.93,68.96,98.06
9,BRO,-34.667767230705735,27.13202779532533,-16.941807676434173,48.46,31.66,40.25
10,CATY,-48.8639474404599,48.982869379014986,-23.81604160963592,36.53,18.68,27.83
11,CFX,-58.85902358749314,87.13333333333334,-23.011519473395502,36.46,15.0,28.07
12,CIVB,-42.92074799643811,19.734789391575656,-31.656277827248445,22.46,12.82,15.35
13,CME,-32.751807228915666,29.34642396445465,-13.016867469879514,207.5,139.54,180.49
14,CNBKA,-30.37011009604122,29.941126997476864,-9.5221363316936,85.38,59.45,77.25
15,CPA,-66.57049790600279,24.69376391982182,-58.31549557933923,107.45,35.92,44.79
16,ENIC,-32.97413793103448,18.9710610932476,-20.25862068965516,4.64,3.11,3.7
17,FBNC,-43.68161925601751,24.915007285089843,-29.649890590809637,36.56,20.59,25.72
18,FFIN,-31.79643323183993,30.10204081632654,-11.265767725097863,34.485,23.52,30.6
19,FMBI,-43.36154776299879,14.517506404782232,-35.13905683192261,20.675,11.71,13.41
20,HI,-41.24143183549125,69.86390149060273,-0.1904036557501931,26.26,15.43,26.21
21,HONE,-40.57971014492753,24.390243902439035,-26.086956521739122,11.04,6.56,8.16
22,JACK,-70.59486255069851,159.34865900383141,-23.738170347003162,88.76,26.1,67.69
23,KNL,-61.55866900175131,31.435079726651484,-49.47460595446585,22.84,8.78,11.54
24,LANC,-18.333659555033606,22.617240552848116,0.13701311411233738,153.27,125.17,153.48
25,LH,-45.06582411795683,68.38573619631902,-7.498683517640869,189.9,104.32,175.66
26,LKQ,-59.117647058823536,99.35251798561151,-18.499999999999996,34.0,13.9,27.71
27,LZB,-47.28327228327228,50.144759698899826,-20.848595848595842,32.76,17.27,25.93
28,NCLH,-81.41099577085735,66.18407445708377,-69.10803537101116,52.02,9.67,16.07
29,NICE,-25.198587819947047,36.21681415929205,1.892100617828777,181.28,135.6,184.71
30,NPO,-44.43314692425013,41.6895394937481,-21.267581765802404,59.01,32.79,46.46
31,PG,-22.1141581632653,18.79222108495394,-7.477678571428568,125.44,97.7,116.06
32,PIPR,-56.175854849965106,61.30573248407644,-29.309141660851363,85.98,37.68,60.78
33,RBCAA,-28.926607697824522,12.108980827447015,-20.320344250537893,41.83,29.73,33.33
34,RICK,-67.24477729601892,74.60890493381466,-42.8064643279464,25.37,8.31,14.51
35,ROIC,-59.09909909909911,44.49339207048458,-40.9009009009009,16.65,6.81,9.84
36,RVSB,-38.3448275862069,13.422818791946321,-30.068965517241374,7.25,4.47,5.07
37,SCI,-29.86656200941915,11.275881365416902,-21.958398744113026,50.96,35.74,39.77
38,SHBI,-50.97545626179988,30.937098844672647,-35.80868470736313,15.89,7.79,10.2
39,SIVB,-46.36128693958575,50.5481460791844,-19.247911906812995,266.99,143.21,215.6
40,SMP,-28.767908309455592,12.0139447573076,-20.210124164278888,52.35,37.29,41.77
41,STL,-61.77823198773633,71.79144385026736,-34.33827286663261,19.57,7.48,12.85
42,SVM,-23.58490566037736,29.32098765432099,-1.1792452830188638,4.24,3.24,4.19
43,TCBK,-34.024784482758626,20.29399755002043,-20.635775862068957,37.12,24.49,29.46
44,TSC,-61.68430335097002,83.65937859608748,-29.629629629629626,22.68,8.69,15.96
45,UPS,-13.91907081303859,8.50924918389553,-6.594230048707387,106.76,91.9,99.72
46,WINA,-41.14072443657591,11.779530119502475,-34.207378343461414,208.99,123.01,137.5
