,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,ACM,-51.68472906403941,57.74877650897227,-23.783251231527093,50.75,24.52,38.68
1,ADES,-58.20656525220176,-0.7662835249042153,-58.52682145716573,12.49,5.22,5.18
2,AMOT,-54.00573824762746,77.92706333973128,-18.16376075921431,45.31,20.84,37.08
3,APTV,-48.7377356410539,58.34408602150537,-18.829236026898908,90.71,46.5,73.63
4,ATLO,-28.49721706864564,3.4250129735339914,-26.048237476808907,26.95,19.27,19.93
5,BANX,-49.52970864877266,52.27272727272727,-23.147510896994728,21.795,11.0,16.75
6,BWA,-39.20666858292613,51.77304964539009,-7.732106927277947,34.79,21.15,32.1
7,CAL,-66.93255982596085,68.42105263157896,-44.30746918056563,13.79,4.56,7.68
8,CTBI,-32.47744621790422,15.690304898937997,-21.882951653944005,43.23,29.19,33.77
9,CVLY,-32.522935779816514,-7.817811012916385,-37.798165137614674,21.8,14.71,13.56
10,DX,-45.34942182001006,20.97516099356027,-33.88637506284565,19.89,10.87,13.15
11,EXPD,-26.673667629299036,35.44575725026853,-0.6825938566553035,76.18,55.86,75.66
12,FLS,-57.75142731664471,39.39708939708941,-41.10671936758894,45.54,19.24,26.82
13,FTFT,12.433140486846414,7.766990291262142,21.1658115926209,0.9161,1.03,1.11
14,FTS,-34.31217528800543,33.04676753782669,-12.604472554777514,44.27,29.08,38.69
15,GPP,-74.10841654778888,72.17630853994491,-55.42082738944365,14.02,3.63,6.25
16,GTN,-60.18978761861725,61.40749148694665,-35.74333483958427,22.13,8.81,14.22
17,GTS,-42.8490990990991,83.34975369458127,4.786036036036023,17.76,10.15,18.61
18,GWW,-31.79331900761867,47.601317485321474,0.6739597577651864,307.14,209.49,309.21
19,HEPA,-60.33755274261604,-0.5319148936170099,-60.54852320675105,4.74,1.88,1.87
20,HLIT,-25.07462686567165,10.258964143426306,-17.388059701492537,6.7,5.02,5.535
21,HNGR,-46.43293925805136,42.998477929984766,-23.39991846718305,24.53,13.14,18.79
22,HOG,-55.99541021227768,52.86831812255541,-32.730923694779115,34.86,15.34,23.45
23,KEM,-16.813481424741482,24.539594843462258,3.6001531980084307,26.11,21.72,27.05
24,KMI,-50.22563176895307,42.520398912058035,-29.061371841155236,22.16,11.03,15.72
25,LCNB,-21.09283196239718,14.072970960536118,-9.988249118683898,17.02,13.43,15.32
26,MDLA,-30.419122462344465,28.611764705882344,-10.510805500982322,30.54,21.25,27.33
27,MKSI,-37.32604798087595,40.63479090042229,-11.8586186288739,117.13,73.41,103.24
28,MSEX,-19.151443724219202,20.153061224489786,-2.8579846788450176,67.88,54.88,65.94
29,MTP,-55.161290322580655,0.0,-55.161290322580655,3.1,1.39,1.39
30,NWE,-39.00523560209424,22.78765583486613,-25.105958613812017,80.22,48.93,60.08
31,NWN,-32.434554973821996,24.273537388609085,-16.034031413612563,76.4,51.62,64.15
32,OPTT,-50.47416843595188,20.034295513003716,-40.552016985138,0.7065,0.3499,0.42
33,OXSQ,-66.2847790507365,44.66019417475728,-51.22749590834698,6.11,2.06,2.98
34,PULM,-16.666666666666668,31.538461538461533,9.61538461538461,1.56,1.3,1.71
35,RBBN,-24.464831804281342,66.39676113360323,25.688073394495422,3.27,2.47,4.11
36,RCI,-35.605006954102926,28.94168466522679,-16.968011126564672,50.33,32.41,41.79
37,SAFM,-3.4395661540747517,2.8004308355131675,-0.735457989748168,134.61,129.98,133.62
38,SCCO,-39.40252382178728,56.35359116022098,-5.253669842904968,38.83,23.53,36.79
39,SFET,-38.409090909090914,-0.3690036900368925,-38.63636363636364,2.2,1.355,1.35
40,SFM,4.539722572509451,49.336550060313655,56.11601513240859,15.86,16.58,24.76
41,SJM,-13.437556479305975,16.358701325816877,0.722935116573285,110.66,95.79,111.46
42,UBSI,-37.87069988137604,42.05250596658713,-11.743772241992875,33.72,20.95,29.76
43,UNP,-37.852861035422336,49.51771308312871,-7.079019073569487,183.5,114.04,170.51
44,VAR,-38.73806275579808,38.12493040864046,-15.381991814461117,146.6,89.81,124.05
45,WRB,-45.445395067941625,34.06365313653137,-26.86210367388022,79.48,43.36,58.13
