,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,AFH,-46.440677966101696,6.357882623705395,-43.035439137134055,0.649,0.3476,0.3697
1,AGCO,-40.51529305409071,46.17527862208715,-13.048063884285073,66.37,39.48,57.71
2,AUG,-42.25352112676057,62.195121951219534,-6.338028169014075,1.42,0.82,1.33
3,BANC,-55.75793184488836,51.39442231075697,-33.01997649823736,17.02,7.53,11.4
4,BCC,-45.48494983277591,64.08683341198679,-10.547980447645985,38.87,21.19,34.77
5,BHF,-64.4136460554371,84.6614739364889,-34.285714285714285,46.9,16.69,30.82
6,BIOX,-18.27586206896551,37.13080168776371,12.068965517241383,5.8,4.74,6.5
7,BRG,-50.775862068965516,16.81260945709282,-42.5,11.6,5.71,6.67
8,BROG,-19.983416252072967,13.8860103626943,-8.87230514096186,12.06,9.65,10.99
9,CBD,-33.18496538081107,-16.06217616580311,-43.916913946587535,20.22,13.51,11.34
10,CDXC,-37.12871287128713,87.79527559055116,18.06930693069306,4.04,2.54,4.77
11,COOP,-61.871750433275565,105.45454545454548,-21.663778162911612,14.425,5.5,11.3
12,CPHI,55.589478628464065,-29.64528301886792,9.464537341474871,0.4258,0.6625,0.4661
13,CPSI,-37.97427652733119,16.796267496111987,-27.55627009646302,31.1,19.29,22.53
14,CWCO,-25.136911281489603,8.193123628383315,-19.00328587075576,18.26,13.67,14.79
15,DBI,-67.03296703296704,37.450980392156865,-54.68648998060763,15.47,5.1,7.01
16,DRRX,-38.349514563106794,87.4015748031496,15.533980582524265,2.06,1.27,2.38
17,EVGN,-40.465328467153284,14.942528735632191,-31.56934306569343,1.5344,0.9135,1.05
18,F,-49.875,45.885286783042396,-26.875000000000004,8.0,4.01,5.85
19,FGEN,-41.50984682713348,33.52038907594462,-21.903719912472656,45.7,26.73,35.69
20,GRC,-28.949568124825856,21.137254901960784,-13.931457230426302,35.89,25.5,30.89
21,IMMP,-38.67595818815332,-28.977272727272727,-56.44599303135888,2.87,1.76,1.25
22,LADR,-78.11663991439274,100.73349633251837,-56.07276618512573,18.69,4.09,8.21
23,MNDO,-19.839215686274514,-7.53877011887872,-25.882352941176467,2.55,2.0441,1.89
24,MYOV,-33.48134991119005,61.41522029372496,7.371225577264654,11.26,7.49,12.09
25,NETE,-38.746875,9.688281210142337,-32.81250000000001,3.2,1.9601,2.15
26,NI,-30.512991339107263,15.148609779482262,-19.986675549633578,30.02,20.86,24.02
27,OCSI,-45.13805522208884,31.29102844638949,-27.971188475390157,8.33,4.57,6.0
28,ONVO,-32.95249549007817,199.86547085201792,101.05231509320502,0.3326,0.223,0.6687
29,OTIC,-52.732240437158474,50.86705202312138,-28.68852459016394,3.66,1.73,2.61
30,PSX,-52.36532367587144,86.64765977666903,-11.090991398822995,88.36,42.09,78.56
31,PZZA,-19.8813056379822,40.61111111111113,12.655786350148368,67.4,54.0,75.93
32,RDY,-19.649507119386637,40.18538713195203,12.639649507119394,45.65,36.68,51.42
33,RRGB,-76.09233305853256,67.01149425287358,-60.07144820005496,36.39,8.7,14.53
34,SE,-24.90234375,96.7750325097529,47.773437499999986,51.2,38.45,75.66
35,SLGL,-41.65964616680707,10.469314079422391,-35.55181128896377,11.87,6.925,7.65
36,SPWH,-12.812500000000004,91.93548387096776,67.34375,6.4,5.58,10.71
37,SRDX,-32.962521520328444,52.15329909126827,1.99973513441927,37.755,25.31,38.51
38,SYBX,-24.505928853754938,28.27225130890054,-3.1620553359683647,2.53,1.91,2.45
39,TACT,-66.87555953446733,15.40540540540539,-61.77260519247986,11.17,3.7,4.27
40,TCRD,-77.22627737226276,92.94871794871793,-56.058394160583944,6.85,1.56,3.01
41,TEF,-34.900284900284895,6.564551422319471,-30.626780626780622,7.02,4.57,4.87
42,TGEN,-43.00000000000001,-24.561403508771924,-57.00000000000001,2.0,1.14,0.86
43,TPRE,-45.45454545454546,25.907590759075912,-31.32313231323132,11.11,6.06,7.63
44,TSQ,-59.79899497487436,8.749999999999991,-56.28140703517588,9.95,4.0,4.35
45,VRT,-49.77711738484399,85.65088757396451,-6.760772659732542,13.46,6.76,12.55
46,ZAGG,-64.75507765830346,4.915254237288136,-63.02270011947431,8.37,2.95,3.095
