,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,ADC,-30.679004300795,18.556119571348006,-17.815717450801515,76.73,53.19,63.06
1,APOG,-56.33637165539546,44.91582491582491,-36.7244927962364,34.01,14.85,21.52
2,ARCC,-57.22604552673372,86.63366336633663,-20.169401799894125,18.89,8.08,15.08
3,ARTW,-14.626666666666665,-0.0468530376386133,-14.66666666666667,2.25,1.9209,1.92
4,AVD,-34.40677966101695,16.45133505598622,-23.61581920903955,17.7,11.61,13.52
5,BCEI,-42.21132897603486,54.66540999057494,-10.620915032679736,18.36,10.61,16.41
6,BEN,-39.692550256208115,23.59477124183006,-25.463145447378796,25.37,15.3,18.91
7,BOXL,-72.44094488188976,162.8857142857143,-27.551181102362207,1.27,0.35,0.9201
8,BRX,-56.93612774451097,36.03707995365005,-41.41716566866267,20.04,8.63,11.74
9,BXC,-59.66810966810967,28.085867620751348,-48.34054834054833,13.86,5.59,7.16
10,CEO,-43.49758699517398,27.47808496291302,-27.971805943611876,157.48,88.98,113.43
11,CLRB,-55.762081784386616,13.445378151260517,-49.814126394052046,2.69,1.19,1.35
12,CLSD,-50.541516245487365,37.956204379562024,-31.76895306859206,2.77,1.37,1.89
13,CXO,-53.875075803517284,44.46489613463054,-33.36567616737417,82.45,38.03,54.94
14,DHR,-25.94106521871759,35.07702446659527,0.03660545421267908,163.91,121.39,163.97
15,DLR,-18.510686504040475,35.35681186283596,10.30133675704253,132.41,107.9,146.05
16,DOC,-38.555992141453835,39.408473221422874,-14.341846758349698,20.36,12.51,17.44
17,DSPG,-24.420913302448707,50.9632224168126,14.096624751819979,15.11,11.42,17.24
18,ESTE,-62.89978678038379,66.66666666666666,-38.16631130063967,4.69,1.74,2.9
19,FCBC,-33.83262780853142,9.596456692913383,-27.48290459133833,30.71,20.32,22.27
20,GORO,-52.78810408921933,51.96850393700786,-28.25278810408922,5.38,2.54,3.86
21,HNI,-42.44094488188977,21.568627450980394,-30.02624671916011,38.1,21.93,26.66
22,INGR,-28.645447816432267,24.525785417901595,-11.145183461985821,94.57,67.48,84.03
23,ITUB,-48.12903225806453,7.711442786069665,-44.12903225806452,7.75,4.02,4.33
24,LSTR,-22.242136392149842,33.145096231416396,3.530782328165604,111.59,86.77,115.53
25,MSGN,-24.848075624577987,11.769991015274023,-16.002700877785287,14.81,11.13,12.44
26,MTL,-59.44272445820433,44.27480916030533,-41.48606811145511,3.23,1.31,1.89
27,MTSL,-29.55296573317098,29.629629629629626,-8.67977039485127,1.1498,0.81,1.05
28,NBLX,-85.08146639511202,228.32764505119454,-51.01832993890021,19.64,2.93,9.62
29,NEU,-19.950497361415962,27.46047488477918,2.0314762060430556,428.26,342.82,436.96
30,NP,-46.13970588235295,48.97610921501709,-19.761029411764703,65.28,35.16,52.38
31,OGEN,-3.7611408199643503,5.501018707167984,1.5329768270944635,0.561,0.5399,0.5696
32,PEP,-27.726242011956295,25.774862141091447,-9.097780526351961,145.53,105.18,132.29
33,PFE,-21.363510902566933,34.01193401193402,5.382279878553693,36.23,28.49,38.18
34,PGTI,-57.46180963572267,94.61325966850829,-17.215041128084607,17.02,7.24,14.09
35,PNR,-47.69970244907301,72.07877461706784,-10.0022888532845,43.69,22.85,39.32
36,POAI,-41.45299145299144,10.218978102189773,-35.470085470085465,2.34,1.37,1.51
37,ROK,-39.768416849670594,79.31720251905867,8.005589938111394,200.36,120.68,216.4
38,SLG,-56.201426594272334,6.7331064657267765,-53.252422016395194,93.93,41.14,43.91
39,SLNO,-45.6973293768546,94.53551912568305,5.637982195845695,3.37,1.83,3.56
40,SYPR,-35.640776699029125,4.088097752300483,-33.00970873786408,1.03,0.6629,0.69
41,TKC,-13.926174496644295,-2.1442495126705716,-15.77181208053692,5.96,5.13,5.02
42,TRS,-26.995142262317838,11.69201520912548,-18.45940319222762,28.82,21.04,23.5
43,TTMI,-35.19061583577713,31.56108597285069,-14.736070381231668,13.64,8.84,11.63
44,VET,-85.85298196948682,153.92156862745094,-64.07766990291262,14.42,2.04,5.18
45,WAB,-47.69837232960325,49.477267201556025,-21.820956256358095,78.64,41.13,61.48
46,WERN,-18.602234346583536,45.611235237791256,18.524292023902298,38.49,31.33,45.62
