,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,AACG,-28.2051282051282,11.357142857142863,-20.051282051282048,1.17,0.84,0.9354
1,AGTC,-43.78378378378378,54.80769230769231,-12.972972972972968,5.55,3.12,4.83
2,ALLT,-39.1846921797005,43.50205198358414,-12.7287853577371,12.02,7.31,10.49
3,ALO,-47.075946017464936,126.29999999999998,19.767134162476843,0.7558,0.4,0.9052
4,AUTL,-57.115198451113265,155.75620767494357,9.68054211035818,10.33,4.43,11.33
5,AZRE,6.0820367751060775,0.6666666666666643,6.789250353606783,14.14,15.0,15.1
6,CNTG,63.06465899025688,-6.518196632265069,52.43578387953944,11.29,18.41,17.21
7,COHN,-26.99632834474911,4.411764705882351,-23.775578124664513,4.6573,3.4,3.55
8,CTIB,-44.699026554532814,41.30044306071129,-21.859479504668567,1.5101,0.8351,1.18
9,DESP,-66.27140974967061,36.32812500000001,-54.01844532279314,15.18,5.12,6.98
10,DTIL,-31.310679611650485,24.734982332155468,-14.32038834951457,8.24,5.66,7.06
11,FENG,-37.56345177664975,7.317073170731713,-32.99492385786802,1.97,1.23,1.32
12,FSCT,-13.753971856559241,-14.035087719298245,-25.858677560901807,33.045,28.5,24.5
13,FULC,-44.7934845840605,102.00210748155955,11.518324607329845,17.19,9.49,19.17
14,GPRE,-67.77286135693215,97.71167048054922,-36.283185840707965,13.56,4.37,8.64
15,HES,-54.52257354097844,67.55447941888619,-23.80053484347963,63.57,28.91,48.44
16,HOTH,-17.285916489738145,-24.064171122994658,-37.19037508846427,4.5216,3.74,2.84
17,HOV,-78.0774111675127,131.69319826338642,-49.20685279187816,31.52,6.91,16.01
18,IKNX,-38.39285714285713,-1.5507246376811623,-39.348214285714285,5.6,3.45,3.3965
19,KDMN,-34.63035019455253,32.73809523809524,-13.229571984435793,5.14,3.36,4.46
20,LNDC,-30.479452054794525,35.34482758620691,-5.907534246575338,11.68,8.12,10.99
21,OSMT,-33.21917808219178,52.051282051282044,1.5410958904109564,5.84,3.9,5.93
22,PLYA,-68.58345021037867,19.196428571428555,-62.552594670406734,7.13,2.24,2.67
23,QES,-63.478260869565226,-11.595238095238088,-67.71304347826087,2.3,0.84,0.7426
24,QUMU,-29.319371727748685,85.9259259259259,31.41361256544502,1.91,1.35,2.51
25,REPL,-47.92276184903452,111.0112359550562,9.888823873610304,17.09,8.9,18.78
26,SANW,-18.49779735682819,22.155559158964365,-0.4405286343612437,2.27,1.8501,2.26
27,SM,-86.08414239482201,186.82170542635657,-60.086299892125126,9.27,1.29,3.7
28,SUMR,-71.5372907153729,199.46524064171118,-14.7640791476408,6.57,1.87,5.6
29,TC,-14.043818264072891,0.7518796992481209,-13.397531183351635,1.5473,1.33,1.34
30,TRNE,-5.148514851485144,4.0709812108559555,-1.2871287128712774,10.1,9.58,9.97
31,TWI,-24.122807017543856,-25.43352601156069,-43.42105263157894,2.28,1.73,1.29
32,VERB,-41.00561797752809,9.513379678125881,-35.3932584269663,1.78,1.0501,1.15
33,YMAB,-43.95126196692776,94.92753623188403,9.254424136930657,34.47,19.32,37.66
