,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,AAMC,-45.99437627811861,70.11407204051687,-8.128834355828221,19.56,10.5635,17.97
1,ADTN,-35.30778164924505,100.0,29.384436701509888,8.61,5.57,11.14
2,AHT,-66.01171875,-4.608665670612576,-67.578125,2.56,0.8701,0.83
3,ALC,-36.99019917799558,55.77019568489715,-1.8495099588997703,63.26,39.86,62.09
4,APTX,-40.59139784946237,77.37556561085972,5.376344086021497,3.72,2.21,3.92
5,BBI,-26.373626373626372,-17.91044776119403,-39.56043956043956,1.82,1.34,1.1
6,CAMP,-55.55555555555556,68.85964912280704,-24.951267056530213,10.26,4.56,7.7
7,CBB,6.196078431372542,8.862629246676523,15.607843137254903,12.75,13.54,14.74
8,CLB,-70.08547008547008,103.7755102040816,-39.04151404151404,32.76,9.8,19.97
9,CLDR,-38.42676311030742,43.90602055800296,-11.392405063291136,11.06,6.81,9.8
10,CNDT,-59.91471215351813,34.574468085106375,-46.055437100213226,4.69,1.88,2.53
11,CNQ,-72.77195281782438,120.21660649819493,-40.039318479685456,30.52,8.31,18.3
12,EDSA,-46.644363049058335,71.89189189189189,-8.285986214057038,3.4673,1.85,3.18
13,ENTX,-34.725848563968675,-2.439024390243894,-36.31790103801821,3.1406,2.05,2.0
14,ESCA,-30.868544600938968,72.49575551782684,19.24882629107982,8.52,5.89,10.16
15,FENC,-34.373050530255775,39.16349809885933,-8.671241422333129,8.015,5.26,7.32
16,FRG,-64.90932096161957,92.3076923076923,-32.51792492619148,23.71,8.32,16.0
17,GIFI,-33.50409836065573,-8.16640986132512,-38.9344262295082,4.88,3.245,2.98
18,GMDA,-35.9480565060981,93.49315068493154,23.936123541282807,4.5588,2.92,5.65
19,GNUS,-8.519134775374381,558.4212440887596,502.3294509151415,0.3005,0.2749,1.81
20,GRAM,-42.63565891472869,33.108108108108105,-23.64341085271318,2.58,1.48,1.97
21,HRTX,-49.76915974145891,69.3014705882353,-14.958448753462596,21.66,10.88,18.42
22,LBTYA,-24.15784408084697,34.01015228426397,1.6361886429258896,20.78,15.76,21.12
23,LBTYK,-24.89878542510122,38.61185983827493,4.0991902834008025,19.76,14.84,20.57
24,LONE,-65.51111111111112,24.570446735395176,-57.037037037037045,1.35,0.4656,0.58
25,MFG,-24.734982332155482,17.840375586854453,-11.307420494699656,2.83,2.13,2.51
26,NGVC,-3.9024390243902367,82.99492385786802,75.85365853658539,8.2,7.88,14.42
27,NSTG,-44.84902309058615,61.298980139559866,-11.04203670811131,33.78,18.63,30.05
28,NURO,-64.0809061488673,88.30525272547074,-32.36245954692557,3.09,1.1099,2.09
29,NXRT,-50.524440926182464,30.24000000000001,-35.56303186226004,50.53,25.0,32.56
30,PANL,-43.68600682593858,18.787878787878793,-33.10580204778157,2.93,1.65,1.96
31,PTR,-31.124633761550594,10.929319371727749,-23.597025016903313,44.37,30.56,33.9
32,RARE,-38.05036555645816,79.88460529766587,11.437855402112115,61.55,38.13,68.59
33,REFR,-30.232558139534884,80.0,25.581395348837216,3.87,2.7,4.86
34,SPNE,-60.53593179049939,67.43827160493827,-33.92204628501828,16.42,6.48,10.85
35,SRNE,-21.45593869731801,141.46341463414637,89.65517241379312,2.61,2.05,4.95
36,SRRA,-36.98453608247423,41.92229038854807,-10.567010309278343,15.52,9.78,13.88
37,TRVN,-21.55570204350692,121.84873949579836,74.0276862228082,0.7585,0.595,1.32
38,UFS,-44.120300751879704,12.755651237890211,-36.99248120300752,33.25,18.58,20.95
39,USEG,-53.37906985558883,168.29268292682926,25.080544289883626,5.2766,2.46,6.6
40,VNE,-61.852107809260545,99.09420289855075,-24.049758120248793,14.47,5.52,10.99
41,VOXX,-45.910290237467024,144.39024390243904,32.18997361477572,3.79,2.05,5.01
42,VUZI,-36.516853932584276,115.92920353982302,37.07865168539325,1.78,1.13,2.44
