,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,AMZN,-12.320870695136893,26.185733880588387,10.638552773451545,2170.22,1902.83,2401.1
1,BFIN,-34.485596707818935,9.798994974874375,-28.065843621399175,12.15,7.96,8.74
2,BKI,-29.211563731931665,39.706701317987765,-1.1038107752956494,76.1,53.87,75.26
3,BUSE,-44.046692607003884,28.372739916550763,-28.17120622568093,25.7,14.38,18.46
4,CDK,-41.15724721261054,29.500163345311993,-23.79853902345252,52.02,30.61,39.64
5,CINF,-40.91311272341178,-9.299191374663074,-46.40771544859317,113.02,66.78,60.57
6,CXDC,-44.078947368421055,7.2941176470588305,-40.0,1.52,0.85,0.912
7,DNKN,-46.7412771560237,62.12608158220023,-13.65371955233707,75.95,40.45,65.58
8,FDBC,-30.05770239552369,-6.600000000000001,-34.673894037419124,57.19,40.0,37.36
9,FFNW,-44.97389033942559,20.521945432977468,-33.68146214099217,15.32,8.43,10.16
10,FRBA,-34.55399061032864,9.325681492109043,-28.450704225352112,10.65,6.97,7.62
11,GGG,-30.60147731269785,23.441459706031424,-14.333450580372844,56.86,39.46,48.71
12,GWB,-43.91361256544502,-13.710618436406076,-51.603403141361255,30.56,17.14,14.79
13,HMST,-39.862971037060106,25.01294665976179,-24.820928059794454,32.11,19.31,24.14
14,HXL,-60.511173558142644,20.603185360894617,-52.37521744948481,74.73,29.51,35.59
15,IFS,-43.3222433460076,11.153039832285115,-37.0009505703422,42.08,23.85,26.51
16,ISTR,-59.62461807071148,42.702702702702695,-42.38323876036666,22.91,9.25,13.2
17,LFC,-29.760000000000005,6.49202733485194,-25.200000000000003,12.5,8.78,9.35
18,LKFN,-29.957081545064376,31.403186274509803,-7.9613733905579425,46.6,32.64,42.89
19,LOGI,-4.553903345724909,38.75365141187927,32.43494423791822,43.04,41.08,57.0
20,LOGM,-7.775175644028103,7.554596241747065,-0.8079625292740186,85.4,78.76,84.71
21,LRCX,-42.23453646847388,38.35623541612652,-20.077879287104995,333.85,192.85,266.82
22,LSI,-38.62586101665359,39.082256002273056,-14.639462899991273,114.69,70.39,97.9
23,MAA,-41.61897538440323,38.9630329514586,-18.8719575260291,145.03,84.67,117.66
24,MIK,-68.51664984863774,129.8076923076923,-27.648839556004035,4.955,1.56,3.585
25,MORN,-34.793627805937724,39.191190079585404,-9.23847453536085,165.72,108.06,150.41
26,MPX,-50.2710027100271,59.53678474114443,-20.66395663956639,14.76,7.34,11.71
27,MSBF,-36.252900232018554,14.922656960873526,-26.74013921113688,17.24,10.99,12.63
28,NWFL,-15.03601440576231,-11.691981631932176,-24.96998799519808,33.32,28.31,25.0
29,ONB,-32.78054173576562,15.501644736842103,-22.36042012161415,18.09,12.16,14.045
30,OSK,-42.080265970078365,50.02050020500206,-13.108525290904762,84.22,48.78,73.18
31,PAG,-59.39820986478766,72.93621013133207,-29.784802894686727,52.51,21.32,36.87
32,PAYX,-44.07945843968483,43.04425481246279,-20.00887803795361,90.11,50.39,72.08
33,POST,-32.93654513075265,23.046820405310985,-17.48055112944043,106.69,71.55,88.04
34,SAIC,-45.667643365424865,70.64714946070876,-7.283382168271252,95.56,51.92,88.6
35,SBFG,-48.629441624365484,49.40711462450593,-23.248730964467004,19.7,10.12,15.12
36,SCL,-21.953843144924704,24.220022553564714,-3.051046352434974,102.26,79.81,99.14
37,SCS,-49.76101964949548,28.752642706131063,-35.31598513011152,18.83,9.46,12.18
38,TCX,-17.504887151235117,29.27617406290391,6.646525679758299,56.27,46.42,60.01
39,THFF,-32.85449490268767,23.77501725327811,-16.890639481000925,43.16,28.98,35.87
40,THG,-39.15351610791942,23.030954942034175,-25.139989818922256,137.51,83.67,102.94
41,TRNO,-26.617196321987418,14.047043306221147,-16.309082110017744,61.99,45.49,51.88
42,TRTX,-76.23857623857623,52.024291497975696,-63.87686387686388,20.79,4.94,7.51
43,UAL,-66.94787207252581,10.057142857142859,-63.62377234953412,79.42,26.25,28.89
44,WB,-20.651920838183944,-12.001173708920188,-30.17462165308499,42.95,34.08,29.99
45,WSFS,-51.44494270054808,45.71575166752181,-29.247633283507728,40.14,19.49,28.4
46,WSM,-49.01477832512315,96.00107353730544,-0.06841817186644385,73.08,37.26,73.03
47,YORW,-23.86831275720165,20.48648648648648,-8.271604938271611,48.6,37.0,44.58
