,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,ACB,-60.081871345029235,87.27414786600254,-25.243664717348928,20.52,8.1912,15.34
1,AGMH,-7.239158163265304,44.38050450673432,33.92857142857143,15.68,14.5449,21.0
2,ANPC,-23.4375,3.4013605442176873,-20.833333333333336,9.6,7.35,7.6
3,APM,-85.36895674300256,33.91304347826088,-80.40712468193384,15.72,2.3,3.08
4,ARLO,-51.063829787234035,26.630434782608695,-38.031914893617014,3.76,1.84,2.33
5,ARNA,-25.917686318131253,39.51451451451452,3.355580274378944,53.94,39.96,55.75
6,ARQT,38.77397517863858,-18.753387533875333,12.749153817224522,26.59,36.9,29.98
7,BDR,-23.72500000000001,-9.046214355948855,-30.625,0.8,0.6102,0.555
8,BDTX,-35.56092324208265,70.76218242398998,10.037573805689755,37.26,24.01,41.0
9,BHR,-77.13226205191594,97.29729729729728,-54.88257107540173,8.09,1.85,3.65
10,BLU,-4.116465863453817,8.062827225130885,3.614457831325295,9.96,9.55,10.32
11,BORR,-85.4219948849105,21.91228070175439,-82.22762148337596,3.91,0.57,0.6949
12,BVXV,-20.765027322404375,183.72413793103448,124.80874316939891,9.15,7.25,20.57
13,BWAY,-50.53763440860215,30.602006688963193,-35.401157981803145,12.09,5.98,7.81
14,CLI,-32.288254562470755,8.362128541810636,-26.62611137108096,21.37,14.47,15.68
15,CLUB,-62.711864406779654,51.515151515151516,-43.50282485875706,1.77,0.66,1.0
16,CRNX,-40.2212389380531,21.169504071058483,-27.566371681415927,22.6,13.51,16.37
17,DAO,-34.60629921259842,32.87176399759182,-13.110236220472435,25.4,16.61,22.07
18,EGHT,-33.28488372093024,8.49673202614379,-27.616279069767447,20.64,13.77,14.94
19,EOLS,-63.75121477162293,42.091152815013395,-48.493683187560734,10.29,3.73,5.3
20,ERJ,-65.06575185820469,-15.220949263502463,-70.3830760434534,17.49,6.11,5.18
21,EVH,-64.44636678200692,120.19464720194648,-21.712802768166085,11.56,4.11,9.05
22,GDEN,-79.99062792877226,183.13817330210776,-43.34582942830365,21.34,4.27,12.09
23,GERN,-16.15384615384615,47.70642201834862,23.84615384615385,1.3,1.09,1.61
24,GOOD,-54.907539118065436,85.48895899053629,-16.35846372688478,21.09,9.51,17.64
25,GTEC,-36.66666666666667,10.263157894736857,-30.16666666666666,3.0,1.9,2.095
26,GTYH,-41.158989598811296,-1.7676767676767637,-42.19910846953938,6.73,3.96,3.89
27,GWGH,-10.155440414507776,-8.650519031141869,-17.92746113989638,9.65,8.67,7.92
28,HEXO,-56.21527777777778,7.930214115781133,-52.74305555555555,1.44,0.6305,0.6805
29,HZN,-56.30498533724341,14.093959731543622,-50.14662756598241,3.41,1.49,1.7
30,INFN,-44.53366275478691,11.135857461024498,-38.35701050030884,8.095,4.49,4.99
31,JT,-20.166666666666657,-15.141193275464238,-32.254385964912274,1.14,0.9101,0.7723
32,KRP,-72.12996389891697,90.15544041450778,-47.00361010830325,13.85,3.86,7.34
33,KTOV,-67.14285714285715,126.08695652173914,-25.714285714285705,0.7,0.23,0.52
34,LIZI,-29.59183673469388,-39.71014492753623,-57.55102040816326,9.8,6.9,4.16
35,LKCO,-64.15094339622641,34.15789473684211,-51.905660377358494,1.06,0.38,0.5098
36,LOV,-65.85760517799353,42.18009478672987,-51.456310679611654,6.18,2.11,3.0
37,LPSN,-44.580526638089395,102.3756906077348,12.155541947336209,32.66,18.1,36.63
38,LYL,-21.875000000000004,-5.000000000000004,-25.781250000000004,1.28,1.0,0.95
39,MIRM,-39.80099502487562,53.719008264462786,-7.462686567164187,18.09,10.89,16.74
40,MYOK,-34.30359481880366,121.86530793088173,45.75753165478099,68.71,45.14,100.15
41,OPK,-12.50000000000001,53.57142857142858,34.374999999999986,1.6,1.4,2.15
42,PAR,-64.39197930142304,122.52497729336967,-20.763260025873226,30.92,11.01,24.5
43,PHAT,-35.94670766077376,63.36000000000002,4.6374583653599855,39.03,25.0,40.84
44,PLL,-51.34278959810876,98.05655427072199,-3.6312056737588847,8.46,4.1164,8.1528
45,PRTH,-26.16033755274262,9.71428571428571,-18.987341772151904,2.37,1.75,1.92
46,PRTS,-42.49999999999999,301.24223602484466,130.71428571428572,2.8,1.61,6.46
47,PTEN,-70.18970189701898,94.54545454545453,-42.005420054200535,7.38,2.2,4.28
48,RCEL,-61.05072463768116,48.13953488372094,-42.30072463768115,11.04,4.3,6.37
49,RCUS,-33.29097839898348,168.66666666666666,79.2249047013977,15.74,10.5,28.21
50,REKR,-41.83908045977011,38.73517786561265,-19.310344827586206,4.35,2.53,3.51
51,RMED,-44.134078212290504,-50.64999999999999,-72.43016759776536,1.79,1.0,0.4935
52,SRPT,-26.677604593929455,71.1792347281271,25.51271534044298,121.9,89.38,153.0
53,STOK,-29.092880375858332,37.15596330275228,-2.746657029273587,27.67,19.62,26.91
54,STSA,-41.5289256198347,52.76796230859836,-10.674931129476576,29.04,16.98,25.94
55,TCRR,-59.501347708894876,69.71713810316139,-31.266846361185987,14.84,6.01,10.2
56,UFCS,-34.37291156159501,-4.039375424304145,-37.023836043662286,44.89,29.46,28.27
57,UIHC,-19.03381642512076,-2.6849642004773435,-21.207729468599037,10.35,8.38,8.155
58,VRNA,-57.35294117647059,64.48275862068965,-29.852941176470594,6.8,2.9,4.77
59,WRTC,-55.08021390374333,50.59523809523809,-32.3529411764706,7.48,3.36,5.06
60,XPL,-47.04234122042341,78.777189888301,-5.323785803237859,0.3212,0.1701,0.3041
