,Symbol,Correction,Advance,Recovery,20200219,20200323,20200528
0,AMRB,-44.938209193816135,20.719602977667492,-33.52962474638102,14.6381,8.06,9.73
1,ATH,-67.32251521298174,82.24705152079454,-40.44624746450304,49.3,16.11,29.36
2,AX,-48.51799576570219,51.336531871144615,-22.08892025405787,28.34,14.59,22.08
3,BIO,-20.212219750128362,46.20641049212479,16.654849514681793,409.01,326.34,477.13
4,CLPS,-44.26623376623377,8.06244902714669,-39.77272727272727,3.08,1.7166,1.855
5,CRS,-62.12677997243914,45.23953911461493,-44.99310978410657,43.54,16.49,23.95
6,CRTO,-50.51094890510949,43.51032448377581,-28.978102189781016,13.7,6.78,9.73
7,ENSG,-38.143540669856456,38.737623762376245,-14.181818181818175,52.25,32.32,44.84
8,ENVA,-51.30475302889097,36.26794258373207,-33.64398881640261,21.46,10.45,14.24
9,ESS,-43.34172807263004,36.56368325742196,-22.62537698597767,321.63,182.23,248.86
10,FEDU,-26.344594594594593,12.778644161086136,-16.932432432432428,1.48,1.0901,1.2294
11,FFWM,-50.476190476190474,78.4855769230769,-11.607142857142863,16.8,8.32,14.85
12,FNLC,-33.40471092077088,12.915326902465166,-24.803711634546747,28.02,18.66,21.07
13,G,-46.06281292671825,52.36286919831224,-17.81975421028675,43.94,23.7,36.11
14,GOOG,-30.790140762040764,34.081315894077356,-7.202510005305598,1526.69,1056.62,1416.73
15,HLI,-16.678176795580114,23.767094902610857,3.1249999999999916,57.92,48.26,59.73
16,ICFI,-29.328905176362795,7.697293793550467,-23.889143380668806,87.32,61.71,66.46
17,INDB,-31.367187499999996,35.989375830013294,-6.6666666666666545,76.8,52.71,71.68
18,IPAR,-44.765342960288805,21.647058823529413,-32.808664259927795,69.25,38.25,46.53
19,JCOM,-35.24758578179576,24.290020625099164,-19.519211012944318,97.34,63.03,78.34
20,KB,-39.58273792512147,29.612109744560065,-21.691911974849965,34.99,21.14,27.4
21,LMAT,-31.386623164763453,28.67332382310983,-11.71288743882545,30.65,21.03,27.06
22,MINI,-50.55350553505535,50.79291044776118,-25.43819188191882,43.36,21.44,32.33
23,MRLN,-67.15570279223851,7.060518731988462,-64.83672503549457,21.13,6.94,7.43
24,PFPT,-19.481041131105396,13.30938840666466,-8.764460154241654,124.48,100.23,113.57
25,PKBK,-51.350135013501344,24.236817761332095,-39.558955895589555,22.22,10.81,13.43
26,POOL,-27.481046815436674,53.050617211033014,10.990705443954253,233.47,169.31,259.13
27,PUB,-42.02070689039629,44.88916256157637,-15.99428775437344,28.01,16.24,23.53
28,RMD,-31.287509908277663,30.866842452208303,-10.078133846676486,176.62,121.36,158.82
29,ROAD,-15.041228319590566,16.465863453815256,-1.0520329826556853,17.585,14.94,17.4
30,ROG,-30.800250918541092,41.4918414918415,-2.088000716910116,111.59,77.22,109.26
31,ROST,-48.82056287619977,56.182453909726625,-20.066699202863187,122.94,62.92,98.27
32,SNV,-62.136728480487136,47.295321637426895,-44.22917243288127,36.13,13.68,20.15
33,SU,-65.19028871391076,64.2789820923657,-42.81496062992126,30.48,10.61,17.43
34,TROW,-38.57327772184669,41.254975415593535,-13.23169854738962,139.06,85.42,120.66
35,TSU,-39.26539058458354,5.877342419080064,-35.695809622348676,19.33,11.74,12.43
36,TXRH,-39.46153846153846,32.17280813214738,-19.984615384615388,65.0,39.35,52.01
37,UCBI,-44.273743016759774,25.814536340852115,-29.888268156424587,28.64,15.96,20.08
38,VEDL,-56.67915106117352,38.04034582132564,-40.19975031210986,8.01,3.47,4.79
39,VIAV,-29.787234042553187,16.363636363636356,-18.29787234042553,14.1,9.9,11.52
