,ER,Avg.Correction,Max.Correction,Min.Correction,Avg.Advance,Max.Advance,Min.Advance,Avg.Recovery,Max.Recovery,Min.Recovery
68,69.0,-41.88593259012956,-7.999999999999994,-80.06993006993007,39.88090657487428,123.03370786516855,-16.63157894736842,-21.612148707841442,32.333333333333336,-66.92111959287531
69,70.0,-41.00036554583483,7.64578833693306,-83.21640582838641,37.87473186879043,166.1042183622829,-34.44816053511706,-22.135118122237827,26.498834498834487,-72.42309767943875
70,71.0,-37.512711677248426,14.593301435406696,-74.46254071661238,31.5808336917814,149.49324324324326,-46.90431519699813,-20.411343360489614,26.79307502061007,-84.39051296194154
71,72.0,-42.0341575907675,-0.5316973415132971,-66.06551343393448,39.93377143785844,115.35022354694485,-19.24050632911393,-20.91932828814115,15.49284253578732,-50.828119249171884
72,73.0,-40.854527094686446,-10.95596133190118,-74.74285714285715,39.13596864304983,113.02411873840444,-41.4027149321267,-19.298389600302883,16.311186128586765,-85.2
73,74.0,-38.54592177376973,38.17427385892114,-84.89519112207152,40.40788916557954,236.32653061224488,-32.64840182648401,-17.959305172943672,46.918837675350694,-55.73770491803279
74,75.0,-41.928554587553606,21.52269399707175,-80.49586776859505,36.831815777708826,109.57575757575756,-57.7710843373494,-24.041176079098815,5.0334594122781615,-62.35537190082645
75,76.0,-40.57634912417018,20.24708304735758,-86.59578544061303,47.372582670908464,395.4545454545454,-35.26066350710901,-16.162543488482775,224.40476190476195,-74.24242424242424
76,77.0,-43.9938063252933,-19.491878384006675,-74.66307277628033,40.34907316632671,108.12786940996429,-7.748008689355541,-23.433448095434425,42.9572529782761,-65.69468267581475
77,78.0,-40.879316442831325,-8.780036968576699,-81.74904942965779,43.19725182114289,242.7038626609442,-33.59386307714575,-19.716622513972442,27.017744705208944,-59.26127104834329
78,79.0,-38.77825379553543,-4.553903345724909,-76.23857623857623,29.968669451422603,129.8076923076923,-13.710618436406076,-22.35143838050612,32.43494423791822,-63.87686387686388
79,80.0,-41.34223727956903,4.507575757575762,-81.16005233318796,42.04985809828709,147.2222222222222,-5.545487495469377,-19.945699732753845,7.431662870159452,-53.427619133411405
80,81.0,-38.975157993237495,2.5020177562550434,-66.80526680526681,35.69728636651102,85.91194968553458,-13.152400835073065,-18.6503806394363,20.62763107539227,-71.17117117117117
81,82.0,-40.830973349336844,-9.0,-71.33093525179856,40.691573350845594,143.16185696361356,-13.822193380921485,-19.091297626563883,20.620437956204384,-53.42490511476595
82,83.0,-44.02839346510091,-13.91907081303859,-81.41099577085735,40.681079005777484,159.34865900383141,8.50924918389553,-23.753408840098682,28.10233682514102,-71.95744680851064
83,84.0,-39.7052154812081,53.52641200808236,-73.71273712737127,42.3388648519095,130.5343511450382,-21.198521647307288,-16.980581297873425,57.36553449437121,-53.55013550135501
84,85.0,-41.326799307792136,-15.134099616858245,-81.1030354852501,41.391344373252664,100.43763676148797,-7.625272331154676,-19.49301134471742,10.047488127968016,-62.548097477554506
85,86.0,-42.06229239812138,-19.024390243902435,-74.0392281932706,43.9603595533285,174.04809619238478,-3.4391534391534364,-19.090244580770776,25.743958458158577,-52.15053763440861
86,87.0,-38.856196040566196,-14.604066182306605,-60.763660302830814,38.702945633594034,87.84355179704015,8.865248226950355,-17.045893715290816,12.406129800354126,-46.01711652402897
87,88.0,-40.156284221306066,-15.837228485015117,-67.41620704285108,34.51460822167508,97.14471122647632,-14.446227929374,-20.930874260213926,17.110799438990178,-60.96733135341536
88,89.0,-41.136974390130284,-15.041228319590566,-67.32251521298174,34.51588835906663,82.24705152079454,5.877342419080064,-21.90907578768891,16.654849514681793,-64.83672503549457
89,90.0,-42.171369860045736,-4.33226363860774,-74.30949678395761,48.79974226481335,197.7973568281938,9.079961464354529,-17.76724132577978,24.977189781021885,-54.17587273530712
90,91.0,-40.369044474389625,10.192837465564732,-71.5345485375159,39.64074947989499,138.72881355932202,-7.67590618336887,-17.717040905616816,89.74719101123596,-59.2623993217465
91,92.0,-40.79389269495339,13.6773034604925,-63.15543071161048,53.00518705369059,147.6493011435832,-0.9090909090908983,-11.987883902186473,58.312297151099884,-50.964839588019416
92,93.0,-38.51130962459913,9.010434197239979,-67.1404958677686,37.98773024458206,77.96480489671004,-2.566225165562918,-16.41187990246187,23.03938067990575,-60.58763931104356
93,94.0,-41.872620445050735,-4.758064516129031,-63.772082607613825,43.82895211195534,109.04761904761904,-28.683385579937305,-18.110358799742656,25.64516129032258,-44.48
94,95.0,-39.375566247657055,9.729334308705194,-69.04837179892507,48.31453956629057,143.74145006839947,-10.704225352112672,-12.78959510714428,103.33171206225681,-41.13078595837216
95,96.0,-39.801112476287294,-10.382276281494356,-65.33839342188489,44.79193720615622,113.64051094890507,-6.78478451307235,-14.431766400181514,17.136459430979986,-45.52785923753666
96,97.0,-43.02135859868951,-11.074705111402363,-67.42239274502965,47.14013489453481,100.61919504643964,-9.31818181818182,-18.576152339208747,25.46632124352331,-42.40282685512368
97,98.0,-43.573979355931954,-11.180946080052923,-80.13561024610749,57.40838160130727,161.4198682083799,-8.199598796389175,-14.155551487190477,44.235588972431074,-79.50778503264691
98,99.0,-40.70795346192656,-6.711722209275232,-78.01282051282051,45.311086902130626,151.31195335276968,-31.16279069767442,-16.23612694875609,47.59580180619966,-61.49213783874206
