,RS Rating,Avg. Advance
0,1.0,-12.330835893541336
1,2.0,-8.503573897332329
2,3.0,-16.238930360181065
3,4.0,-3.990675188766916
4,5.0,-6.669375580607981
5,6.0,3.9693309414296127
6,7.0,-13.559913998692243
7,8.0,-8.385569788688384
8,9.0,6.3080440516402
9,10.0,2.6089661044618566
10,11.0,0.420602968930958
11,12.0,2.301406963112326
12,13.0,0.494627508529448
13,14.0,-3.3517084379800606
14,15.0,-2.3567567290430427
15,16.0,
16,17.0,-1.5640681028542198
17,18.0,-2.287840495679453
18,19.0,-2.9304862455247678
19,20.0,
20,21.0,-0.7678129647552219
21,22.0,-1.0338022495914123
22,23.0,
23,24.0,-0.3077132211439658
24,25.0,
25,26.0,0.6704571740039712
26,27.0,
27,28.0,4.1713099680906565
28,29.0,
29,30.0,0.6207289833756724
30,31.0,
31,32.0,
32,33.0,0.4885681032317029
33,34.0,
34,35.0,
35,36.0,2.347322968610374
36,37.0,
37,38.0,
38,39.0,
39,40.0,1.2507295194518195
40,41.0,
41,42.0,
42,43.0,
43,44.0,
44,45.0,-0.38155726363440207
45,46.0,
46,47.0,
47,48.0,
48,49.0,
49,50.0,0.08644447116405375
50,51.0,
51,52.0,
52,53.0,
53,54.0,
54,55.0,0.024070926846184768
55,56.0,
56,57.0,
57,58.0,
58,59.0,0.5650856807773877
59,60.0,
60,61.0,
61,62.0,
62,63.0,-0.37410526078223033
63,64.0,
64,65.0,
65,66.0,3.090046299925228
66,67.0,
67,68.0,
68,69.0,
69,70.0,3.3109387840488664
70,71.0,
71,72.0,0.8033069364618557
72,73.0,
73,74.0,
74,75.0,3.494169194694194
75,76.0,4.294913295589081
76,77.0,
77,78.0,2.499365615276122
78,79.0,
79,80.0,-1.271205889026781
80,81.0,1.7849673694828048
81,82.0,2.2474900545742376
82,83.0,
83,84.0,2.038910918016007
84,85.0,7.383669095268545
85,86.0,-0.38872018242933415
86,87.0,2.755599914017177
87,88.0,0.9055505056863128
88,89.0,12.12374746573546
89,90.0,2.338578506006216
90,91.0,0.2370843340969584
91,92.0,-1.5623294579461997
92,93.0,-2.5291855388628015
93,94.0,-4.3861023980425395
94,95.0,-0.9918000135426583
95,96.0,-1.853487367472149
96,97.0,9.531452416554925
97,98.0,4.798645015311988
98,99.0,-1.994279211513311
