,Composite Rating,Avg. Advance
0,1.0,6.403537221321534
1,2.0,-11.995330146971927
2,3.0,-5.370691342027759
3,4.0,-7.65898669269636
4,5.0,-16.071687671529272
5,6.0,-10.590578833428719
6,7.0,-9.819632109953046
7,8.0,-12.560685062801566
8,9.0,-3.8078995399303324
9,10.0,-11.883258986989063
10,11.0,-10.747734812005689
11,12.0,-21.90389367283075
12,13.0,-5.921308890917616
13,14.0,-13.000685919365955
14,15.0,-13.905617168715688
15,16.0,-5.428725714846842
16,17.0,-10.214624851246766
17,18.0,-10.76077050945391
18,19.0,-11.683230966902528
19,20.0,-1.201249814097675
20,21.0,-12.396712122432197
21,22.0,-9.019163435598303
22,23.0,-9.532624533619044
23,24.0,-3.2093677363742366
24,25.0,1.442917318502821
25,26.0,-6.876614578898369
26,27.0,-2.1428881948291734
27,28.0,-3.1787188226483245
28,29.0,-7.773586684610128
29,30.0,-8.368189892974069
30,31.0,-9.685280604988579
31,32.0,-3.8123744028689943
32,33.0,-9.576218777796486
33,34.0,-5.774238403867744
34,35.0,-5.639786010660272
35,36.0,1.2256835434113023
36,37.0,-7.025049338880032
37,38.0,-5.061476316497845
38,39.0,2.3304533472382944
39,40.0,-0.20918579150246908
40,41.0,-2.7035383227988947
41,42.0,-4.5857251924048485
42,43.0,-11.395685764666027
43,44.0,-8.6236055770465
44,45.0,-6.75775180720566
45,46.0,-5.590745231372333
46,47.0,-6.261617310949495
47,48.0,-5.749188112901563
48,49.0,0.9293251427639136
49,50.0,-3.634795077816054
50,51.0,-1.7367152898376716
51,52.0,-6.001786739349012
52,53.0,-8.432476075111145
53,54.0,-11.287032605662787
54,55.0,0.5791898983473255
55,56.0,-4.244274921994541
56,57.0,-1.3100818772525331
57,58.0,-7.348751983658363
58,59.0,-1.4681118288171524
59,60.0,-7.284575222044115
60,61.0,-9.736164697696895
61,62.0,-2.201327957654158
62,63.0,-0.24929286382671445
63,64.0,-3.8068924495373784
64,65.0,-4.403500201019275
65,66.0,-6.646762325753101
66,67.0,-6.389146570358488
67,68.0,0.7576165789757618
68,69.0,-4.159618093536093
69,70.0,-1.7120646947203761
70,71.0,-3.824214774220008
71,72.0,-1.6245384495587158
72,73.0,-4.022913436877452
73,74.0,-2.1570041896956784
74,75.0,1.5839929668335406
75,76.0,-0.2501793251408643
76,77.0,-3.460449842224983
77,78.0,1.7177299105105817
78,79.0,-3.1329405805259096
79,80.0,1.2076183879936022
80,81.0,-1.3886598019618417
81,82.0,-2.953794811512762
82,83.0,-2.430293880420414
83,84.0,-2.9994091530052813
84,85.0,-1.0530381095440065
85,86.0,-0.02043120852708739
86,87.0,0.14414072717184653
87,88.0,-3.6917216904502297
88,89.0,0.7111661851700571
89,90.0,-2.6054604026412327
90,91.0,-2.478014875660859
91,92.0,-0.272048088371355
92,93.0,-2.021580013349173
93,94.0,-0.6710546716524187
94,95.0,-3.9277232275757963
95,96.0,-3.3260020154837946
96,97.0,-6.791040283807937
97,98.0,-4.856996954250302
98,99.0,-7.3331572095246145
