,RS Rating,Avg. Advance
0,1.0,-9.367944472772361
1,2.0,-6.6976691877706775
2,3.0,-2.932298019949318
3,4.0,-1.7347802151967107
4,5.0,-15.921817801049274
5,6.0,-8.086858061032046
6,7.0,0.17657428748525283
7,8.0,-1.9210379396126485
8,9.0,-4.851648663648368
9,10.0,1.477905869719777
10,11.0,-8.132651057443546
11,12.0,-7.132240177343488
12,13.0,-3.7138640920573187
13,14.0,12.001337665762712
14,15.0,-5.972759823520072
15,16.0,5.001871298277447
16,17.0,4.5696249002207034
17,18.0,11.227497214824437
18,19.0,
19,20.0,0.6758372342607759
20,21.0,-0.8374789446840896
21,22.0,4.57540317961973
22,23.0,2.2066929814648724
23,24.0,
24,25.0,5.539352209514352
25,26.0,1.46697074277538
26,27.0,
27,28.0,5.020712257551974
28,29.0,
29,30.0,4.243672643083298
30,31.0,
31,32.0,8.373909908550646
32,33.0,
33,34.0,2.4760914985658853
34,35.0,
35,36.0,
36,37.0,3.9031966246528444
37,38.0,
38,39.0,2.297596763185768
39,40.0,
40,41.0,
41,42.0,
42,43.0,4.6054921243116675
43,44.0,
44,45.0,
45,46.0,
46,47.0,
47,48.0,4.805331178053781
48,49.0,
49,50.0,
50,51.0,
51,52.0,4.683080711946195
52,53.0,
53,54.0,
54,55.0,
55,56.0,
56,57.0,7.90655312021404
57,58.0,
58,59.0,
59,60.0,
60,61.0,3.914073283041293
61,62.0,
62,63.0,
63,64.0,
64,65.0,5.475839342569554
65,66.0,
66,67.0,
67,68.0,
68,69.0,7.955121137169753
69,70.0,
70,71.0,
71,72.0,5.760379450274725
72,73.0,
73,74.0,
74,75.0,8.817655948353515
75,76.0,
76,77.0,2.4311717342362353
77,78.0,
78,79.0,7.063174875771501
79,80.0,
80,81.0,8.15455435723591
81,82.0,3.947219453103601
82,83.0,7.527489771174508
83,84.0,9.976724395708365
84,85.0,0.9247305232317345
85,86.0,2.906831932229709
86,87.0,7.4151825641013
87,88.0,6.563013856691547
88,89.0,4.874844673248817
89,90.0,0.3560924334374371
90,91.0,4.5980442588771835
91,92.0,3.1092366181788402
92,93.0,1.3423604061673542
93,94.0,1.1443686863159122
94,95.0,8.431939820274879
95,96.0,3.3445762258220686
96,97.0,14.071667773807768
97,98.0,3.6731686408407804
98,99.0,-3.308948511169667
