,EPS Rating,Avg. Advance
0,1.0,
1,2.0,21.619483674233567
2,3.0,-0.8881308250687876
3,4.0,43.5344784005385
4,5.0,16.3261052751939
5,6.0,3.960748393897641
6,7.0,6.988433772091435
7,8.0,-4.382438055605129
8,9.0,63.00216392886213
9,10.0,19.9849943708437
10,11.0,8.99380724281791
11,12.0,6.663124603455995
12,13.0,8.214875630243199
13,14.0,17.29982928610674
14,15.0,-8.036012571816281
15,16.0,37.33519310893814
16,17.0,11.73930354784557
17,18.0,
18,19.0,14.943966724978194
19,20.0,-7.030608951463039
20,21.0,5.77014475874752
21,22.0,-7.495684040976692
22,23.0,20.386225239753227
23,24.0,16.15009488201762
24,25.0,22.298047169425207
25,26.0,8.855080931980174
26,27.0,8.658240323138958
27,28.0,19.353193977892175
28,29.0,10.655211495181597
29,30.0,12.407789720175368
30,31.0,3.017236173173156
31,32.0,8.522888304857974
32,33.0,23.373970834641415
33,34.0,6.619692141967155
34,35.0,10.72310234442182
35,36.0,-6.440196438538617
36,37.0,4.06450975460821
37,38.0,15.784847965747973
38,39.0,7.675531093519387
39,40.0,-2.2804856862939236
40,41.0,0.04379563477236163
41,42.0,10.77721581967554
42,43.0,12.479906268240267
43,44.0,-0.20985565024452546
44,45.0,3.2168317093955796
45,46.0,9.195036565658656
46,47.0,21.646181373871592
47,48.0,3.608460218471276
48,49.0,14.253830077329184
49,50.0,4.734437018875178
50,51.0,10.207072647627935
51,52.0,11.56932578340076
52,53.0,19.929427621858153
53,54.0,7.768408091693661
54,55.0,17.85433224987569
55,56.0,14.87555757476572
56,57.0,16.797801706293246
57,58.0,16.123535985185924
58,59.0,17.653552886199968
59,60.0,12.997728656709825
60,61.0,25.682725853293103
61,62.0,14.329822411072634
62,63.0,10.739978223888127
63,64.0,14.757436218003052
64,65.0,15.246721304454285
65,66.0,17.03672753959423
66,67.0,20.15560745676664
67,68.0,17.457441217891375
68,69.0,29.204016048360376
69,70.0,21.752789879507382
70,71.0,14.787511406192635
71,72.0,16.38232503640612
72,73.0,14.975875616261764
73,74.0,17.432135277958494
74,75.0,15.686446122396854
75,76.0,14.713237997703164
76,77.0,22.026042811509903
77,78.0,18.886257617893143
78,79.0,26.74976673922099
79,80.0,25.810198927301464
80,81.0,29.345880317283587
81,82.0,29.77994756627476
82,83.0,26.484710090976186
83,84.0,26.442242000042548
84,85.0,26.423333989049596
85,86.0,20.993502340378573
86,87.0,26.23042943535096
87,88.0,23.778139258206373
88,89.0,17.588185781586326
89,90.0,28.627399606728975
90,91.0,27.32234198141221
91,92.0,27.959582976868205
92,93.0,31.405159745530888
93,94.0,30.10801971153102
94,95.0,27.39484908527678
95,96.0,22.689612832442474
96,97.0,30.274570917068317
97,98.0,29.038772742004042
98,99.0,9.081549497425877
