,EPS Rating,Avg. Advance
0,1.0,
1,2.0,17.18465042182999
2,3.0,5.860120794813577
3,4.0,14.254192302370178
4,5.0,12.067950716309534
5,6.0,16.04437208836045
6,7.0,18.051761684806884
7,8.0,13.481370222515865
8,9.0,21.581783774091246
9,10.0,17.533759929001338
10,11.0,15.348180907126666
11,12.0,18.026910556816024
12,13.0,18.914782280327508
13,14.0,26.665878585635543
14,15.0,12.308801696236866
15,16.0,33.0219589064144
16,17.0,25.053303654864017
17,18.0,
18,19.0,16.116691881199777
19,20.0,23.745513843001216
20,21.0,9.462975574385
21,22.0,9.79575785124376
22,23.0,12.162650805038952
23,24.0,10.762960611404253
24,25.0,27.45726159473799
25,26.0,16.253015476162673
26,27.0,13.900132715436376
27,28.0,33.688993793590384
28,29.0,14.475868062585613
29,30.0,12.949777490473217
30,31.0,24.54931323671669
31,32.0,15.158049941526206
32,33.0,16.756812614942692
33,34.0,18.981656188193508
34,35.0,16.573985173390028
35,36.0,10.186831146886641
36,37.0,7.867647412663064
37,38.0,14.713625800630133
38,39.0,13.61672424787418
39,40.0,25.76488881292697
40,41.0,17.802004831233056
41,42.0,10.480470359210928
42,43.0,12.504547401217147
43,44.0,17.750672072983512
44,45.0,16.014831816822703
45,46.0,10.055445245733296
46,47.0,13.105647475652527
47,48.0,16.73053282989884
48,49.0,21.818717915251234
49,50.0,6.8215768794730804
50,51.0,20.055323946483107
51,52.0,16.659072328470813
52,53.0,8.967866978159506
53,54.0,9.995115303540928
54,55.0,13.363513276774691
55,56.0,12.210766446174137
56,57.0,14.792180565873979
57,58.0,9.329814995865043
58,59.0,16.522917275569938
59,60.0,19.315172016909212
60,61.0,14.951814736594848
61,62.0,13.750712152510237
62,63.0,10.657745557208221
63,64.0,11.440934541908637
64,65.0,11.003201861259681
65,66.0,14.557421299478312
66,67.0,13.027627143749928
67,68.0,10.693525786915176
68,69.0,12.917919932760647
69,70.0,18.318929887289094
70,71.0,10.985446297519237
71,72.0,15.26129543796829
72,73.0,10.674793795887304
73,74.0,13.097800205058137
74,75.0,12.541098855712601
75,76.0,15.268427227849951
76,77.0,13.533940015650925
77,78.0,12.265717627376473
78,79.0,11.213793810154145
79,80.0,15.954375247822968
80,81.0,15.128308989830458
81,82.0,12.832558657902595
82,83.0,14.30200320413594
83,84.0,13.179394788271571
84,85.0,15.781204041588964
85,86.0,12.11048956040807
86,87.0,17.334776106770573
87,88.0,18.253962850117755
88,89.0,12.236406879721672
89,90.0,12.53955874857656
90,91.0,16.16359630035678
91,92.0,14.474926968211118
92,93.0,14.742665960245391
93,94.0,14.683071205515963
94,95.0,11.728149650682608
95,96.0,14.786912464688866
96,97.0,18.779290090365837
97,98.0,24.08015496425457
98,99.0,11.893397934769991
