,RS Rating,Avg. Advance
0,1.0,-16.593223115749552
1,2.0,-13.985557289322312
2,3.0,-7.161688341085023
3,4.0,-13.79168116471667
4,5.0,-12.629397008644155
5,6.0,-8.34194555041466
6,7.0,-11.751381895486675
7,8.0,-6.539423554319195
8,9.0,-10.53578359849283
9,10.0,-5.8316435565848055
10,11.0,-7.925373336717034
11,12.0,-12.012919202761386
12,13.0,-5.4582977087456115
13,14.0,-7.244586263323878
14,15.0,-8.789147411097375
15,16.0,-7.203751671776834
16,17.0,-4.402310755887924
17,18.0,-0.5726162482875945
18,19.0,
19,20.0,-7.452138379793685
20,21.0,-4.584132381420238
21,22.0,-2.6306310055153865
22,23.0,-5.1623218720142825
23,24.0,
24,25.0,-4.14611991415895
25,26.0,-3.977258909372314
26,27.0,
27,28.0,-1.3935746759812349
28,29.0,
29,30.0,-3.6037525159745196
30,31.0,
31,32.0,-1.446257572246313
32,33.0,
33,34.0,-3.229971966362721
34,35.0,
35,36.0,
36,37.0,-3.121910509014333
37,38.0,
38,39.0,-2.669277376262878
39,40.0,
40,41.0,
41,42.0,
42,43.0,-2.6435541339896784
43,44.0,
44,45.0,
45,46.0,
46,47.0,
47,48.0,-1.8756820870108883
48,49.0,
49,50.0,
50,51.0,
51,52.0,-1.5323948154952791
52,53.0,
53,54.0,
54,55.0,
55,56.0,
56,57.0,-3.5671457099917854
57,58.0,
58,59.0,
59,60.0,
60,61.0,-3.457000926701399
61,62.0,
62,63.0,
63,64.0,
64,65.0,-0.5455465988266437
65,66.0,
66,67.0,
67,68.0,
68,69.0,-1.344408188391904
69,70.0,
70,71.0,
71,72.0,-4.091222300327002
72,73.0,
73,74.0,
74,75.0,0.7783993610488135
75,76.0,
76,77.0,-1.348368496535234
77,78.0,
78,79.0,0.6383337122461042
79,80.0,
80,81.0,1.294796236628968
81,82.0,-3.1128168356609223
82,83.0,-2.581697040773927
83,84.0,-1.2066636391559729
84,85.0,-1.6987456239353347
85,86.0,-2.809156198679059
86,87.0,0.8406841299803834
87,88.0,-2.5518610529205676
88,89.0,-4.7774904261893205
89,90.0,-4.389650472824201
90,91.0,-2.182031036366021
91,92.0,-3.241871170661452
92,93.0,-4.8113793713014505
93,94.0,-7.8342799936969465
94,95.0,-3.199584613111583
95,96.0,-9.477590738822524
96,97.0,-7.607097463495122
97,98.0,-8.54198293972703
98,99.0,-19.939326359686333
