,RS Rating,Avg. Advance
0,1.0,42.743469868578956
1,2.0,39.497923168787395
2,3.0,22.183952625115285
3,4.0,20.756761354222117
4,5.0,30.9186891381837
5,6.0,22.500789534018363
6,7.0,18.285475543036544
7,8.0,16.22394594302638
8,9.0,13.073366870469426
9,10.0,24.371487668107374
10,11.0,19.269314659147614
11,12.0,20.239951160173096
12,13.0,20.238006687195874
13,14.0,20.049135954921777
14,15.0,15.380294335614577
15,16.0,18.385764473055254
16,17.0,18.850944140054402
17,18.0,15.216962320304734
18,19.0,14.283866159336783
19,20.0,16.547363939173575
20,21.0,16.784294509307447
21,22.0,
22,23.0,18.366467161663866
23,24.0,10.339647179879213
24,25.0,
25,26.0,12.33199223884743
26,27.0,
27,28.0,13.895817056989662
28,29.0,14.314310415617602
29,30.0,
30,31.0,
31,32.0,12.59710967027765
32,33.0,
33,34.0,11.471369960508373
34,35.0,
35,36.0,12.578113735277446
36,37.0,
37,38.0,
38,39.0,14.745405356419877
39,40.0,
40,41.0,
41,42.0,13.790798721270276
42,43.0,
43,44.0,
44,45.0,13.492167029868035
45,46.0,
46,47.0,
47,48.0,14.241469079711067
48,49.0,
49,50.0,
50,51.0,12.667024874099669
51,52.0,
52,53.0,
53,54.0,
54,55.0,14.268259278480262
55,56.0,
56,57.0,
57,58.0,11.803629860765088
58,59.0,
59,60.0,
60,61.0,
61,62.0,9.98226761702178
62,63.0,
63,64.0,13.4258001759036
64,65.0,
65,66.0,
66,67.0,14.167027121754138
67,68.0,
68,69.0,
69,70.0,11.843197095941171
70,71.0,
71,72.0,7.953667444859078
72,73.0,
73,74.0,
74,75.0,13.896198184379683
75,76.0,
76,77.0,9.07948810364423
77,78.0,
78,79.0,
79,80.0,10.450188357718128
80,81.0,
81,82.0,
82,83.0,13.33267254999816
83,84.0,
84,85.0,11.025672933731846
85,86.0,
86,87.0,8.926581409070566
87,88.0,10.418857808523857
88,89.0,9.961351144478051
89,90.0,10.749679268112953
90,91.0,14.716318529503198
91,92.0,12.043867438472004
92,93.0,10.115963916457714
93,94.0,10.817302946560085
94,95.0,10.604357349140816
95,96.0,15.344067570257115
96,97.0,11.173715944412246
97,98.0,14.541277891943714
98,99.0,15.692843947858748
