,Composite Rating,Avg. Advance
0,1.0,7.543978666628801
1,2.0,-12.93407754016198
2,3.0,-6.206820144580626
3,4.0,-9.378702391245884
4,5.0,-17.588476671705475
5,6.0,-11.636828905276582
6,7.0,-10.50801664750239
7,8.0,-14.998137204526818
8,9.0,-6.115117595293853
9,10.0,-16.08955198812639
10,11.0,-11.929263357931342
11,12.0,-18.363522590409872
12,13.0,-7.322842616055678
13,14.0,-13.192278266354085
14,15.0,-14.662825191302806
15,16.0,-6.836776744852772
16,17.0,-12.527340297273064
17,18.0,-11.21404874076731
18,19.0,-11.509064386129706
19,20.0,-2.172075254785901
20,21.0,-13.859612887936471
21,22.0,-9.518720045855245
22,23.0,-10.226752684831972
23,24.0,-3.3792295020889127
24,25.0,3.7778711822578313
25,26.0,-7.057303342793647
26,27.0,-2.578709796997415
27,28.0,-3.541413147019188
28,29.0,-8.701023825546747
29,30.0,-10.871386937502999
30,31.0,-10.011654191815845
31,32.0,-6.589239595244332
32,33.0,-9.477347303463638
33,34.0,-5.91885458781987
34,35.0,-4.888571254632214
35,36.0,0.7148218296333714
36,37.0,-6.991855372232955
37,38.0,-5.30988798497048
38,39.0,1.7891284591403456
39,40.0,-0.8474568479662921
40,41.0,-2.951406578758067
41,42.0,-4.612843061267399
42,43.0,-12.047663684687532
43,44.0,-8.813084746807938
44,45.0,-7.181416981041375
45,46.0,-6.244847171022448
46,47.0,-6.359722460282927
47,48.0,-6.36925656062823
48,49.0,0.3659872074017027
49,50.0,-4.29326948507713
50,51.0,-2.5204878907136408
51,52.0,-7.226706521108252
52,53.0,-8.797668903107821
53,54.0,-11.715857869551078
54,55.0,0.4104882555900673
55,56.0,-4.706260357550678
56,57.0,-2.037439700635154
57,58.0,-7.879391102710816
58,59.0,-2.5554957014309605
59,60.0,-7.686958408346008
60,61.0,-9.869145648848283
61,62.0,-2.6361021561100744
62,63.0,-1.0845341278467961
63,64.0,-4.043696757182388
64,65.0,-7.043245099679602
65,66.0,-6.742736460595432
66,67.0,-6.566806449878165
67,68.0,0.3398609667187716
68,69.0,-2.6694531410044227
69,70.0,-2.2639041449399313
70,71.0,-3.341450275074178
71,72.0,-3.1707838448465857
72,73.0,-4.255248851312002
73,74.0,-2.328562284538631
74,75.0,1.324371508322311
75,76.0,-0.7028280628381475
76,77.0,-3.8788608289455673
77,78.0,0.5136494449276231
78,79.0,-3.7031857364807697
79,80.0,0.9792870019577046
80,81.0,-1.8273171475747878
81,82.0,-2.4692009823344776
82,83.0,-2.943456984298949
83,84.0,-3.5776054583290047
84,85.0,-1.4982309016718884
85,86.0,-0.5803752427776331
86,87.0,-0.33822955023910933
87,88.0,-4.081026481411034
88,89.0,0.24285710716266837
89,90.0,-2.968449017007782
90,91.0,-2.7741732682534366
91,92.0,-0.5350553248325617
92,93.0,-2.089894103368325
93,94.0,-0.8763136728934312
94,95.0,-4.385684167018353
95,96.0,-3.2605383733410247
96,97.0,-6.970720593365632
97,98.0,-4.980519550363418
98,99.0,-7.410325218649431
