,RS Rating,Avg. Advance
0,1.0,-10.890809818388233
1,2.0,-7.261443886659275
2,3.0,-6.961661556645772
3,4.0,32.922593005485176
4,5.0,-1.7465428931447626
5,6.0,-10.199774175601329
6,7.0,-1.5598181677757168
7,8.0,-0.5163749133943373
8,9.0,-4.790386009681832
9,10.0,-1.1816924718093629
10,11.0,-8.339073291628763
11,12.0,-7.9237294821972215
12,13.0,-4.9205210196955385
13,14.0,11.535403655164666
14,15.0,-6.514492927155611
15,16.0,3.3695089728296774
16,17.0,3.5136190736850232
17,18.0,10.11461834473767
18,19.0,
19,20.0,-0.7027166475723057
20,21.0,-0.857195124477634
21,22.0,2.80642133873107
22,23.0,-0.6028972937861851
23,24.0,
24,25.0,3.7462299235693286
25,26.0,0.25426996447809325
26,27.0,
27,28.0,3.953605417448299
28,29.0,
29,30.0,2.5610491983973485
30,31.0,
31,32.0,8.137268245009114
32,33.0,
33,34.0,0.6009762924437784
34,35.0,
35,36.0,
36,37.0,2.5304590368577897
37,38.0,
38,39.0,1.1638770178529187
39,40.0,
40,41.0,
41,42.0,
42,43.0,3.3613914480430815
43,44.0,
44,45.0,
45,46.0,
46,47.0,
47,48.0,2.525857668423075
48,49.0,
49,50.0,
50,51.0,
51,52.0,3.637647404435441
52,53.0,
53,54.0,
54,55.0,
55,56.0,
56,57.0,5.326962711966368
57,58.0,
58,59.0,
59,60.0,
60,61.0,1.0335592443160153
61,62.0,
62,63.0,
63,64.0,
64,65.0,4.362165018501176
65,66.0,
66,67.0,
67,68.0,
68,69.0,6.128052627058981
69,70.0,
70,71.0,
71,72.0,4.46977387251522
72,73.0,
73,74.0,
74,75.0,7.683308752389879
75,76.0,
76,77.0,2.258781086003177
77,78.0,
78,79.0,6.146177363532956
79,80.0,
80,81.0,7.209323549898354
81,82.0,3.0717327400763135
82,83.0,6.653450552085985
83,84.0,8.67636906209368
84,85.0,0.11498728585445005
85,86.0,1.4321191352765679
86,87.0,6.635937328925352
87,88.0,4.1397034004588695
88,89.0,3.9036468572021983
89,90.0,-0.25332801132408445
90,91.0,4.016154277525298
91,92.0,2.5402723274724446
92,93.0,0.9325397304941706
93,94.0,-0.035073725655071906
94,95.0,6.632037566060315
95,96.0,3.1626011651469206
96,97.0,13.906874155933213
97,98.0,4.759485305336306
98,99.0,-4.558523957342997
