,RS Rating,Avg. Advance
0,1.0,-16.952833561304416
1,2.0,-15.323091106443925
2,3.0,-7.522315434372457
3,4.0,-15.591633358953894
4,5.0,-11.820747932521272
5,6.0,-8.802584298410713
6,7.0,-13.103290566902668
7,8.0,-7.263600304279656
8,9.0,-10.772871128796224
9,10.0,-7.547768952181015
10,11.0,-8.501419489285658
11,12.0,-12.267253899893557
12,13.0,-6.268797859514174
13,14.0,-6.712811774822723
14,15.0,-9.069399614361796
15,16.0,-7.560253702411724
16,17.0,-4.939915522303851
17,18.0,-0.9026655116421747
18,19.0,
19,20.0,-8.02403076666108
20,21.0,-4.093946786908997
21,22.0,-1.509935823091615
22,23.0,-5.659417275012956
23,24.0,
24,25.0,-4.639267399526826
25,26.0,-4.32282303595795
26,27.0,
27,28.0,-1.8792640707721404
28,29.0,
29,30.0,-4.181666931577494
30,31.0,
31,32.0,-1.0207770209688627
32,33.0,
33,34.0,-3.7213410706262673
34,35.0,
35,36.0,
36,37.0,-3.585217195989795
37,38.0,
38,39.0,-3.196683924848977
39,40.0,
40,41.0,
41,42.0,
42,43.0,-3.3505310650670603
43,44.0,
44,45.0,
45,46.0,
46,47.0,
47,48.0,-3.8189350294889715
48,49.0,
49,50.0,
50,51.0,
51,52.0,-1.9327406410403396
52,53.0,
53,54.0,
54,55.0,
55,56.0,
56,57.0,-4.170012690258482
57,58.0,
58,59.0,
59,60.0,
60,61.0,-4.52403647054124
61,62.0,
62,63.0,
63,64.0,
64,65.0,-1.3214328517245812
65,66.0,
66,67.0,
67,68.0,
68,69.0,-2.4399475611794976
69,70.0,
70,71.0,
71,72.0,-4.630658447550196
72,73.0,
73,74.0,
74,75.0,0.1509360550689189
75,76.0,
76,77.0,-1.5176952381662763
77,78.0,
78,79.0,0.25146901102460867
79,80.0,
80,81.0,0.858651168688659
81,82.0,-3.5246059388862445
82,83.0,-2.9825566636940772
83,84.0,-1.5614212310258881
84,85.0,-2.0549163357348843
85,86.0,-3.193315393263388
86,87.0,0.5187492422644625
87,88.0,-3.565446641104838
88,89.0,-5.106655633676171
89,90.0,-4.673895266518913
90,91.0,-2.2843120503771694
91,92.0,-3.4866688192753057
92,93.0,-4.9690467872307025
93,94.0,-9.168534848301954
94,95.0,-3.3760492201720074
95,96.0,-9.402415120385266
96,97.0,-7.69863649057668
97,98.0,-8.020313821047775
98,99.0,-20.04058596393875
