,RS Rating,Avg. Advance
0,1.0,-15.187001378974472
1,2.0,-8.296403007971332
2,3.0,-19.238444015063564
3,4.0,-3.60973598898123
4,5.0,-7.856094083064068
5,6.0,3.3409389754056944
6,7.0,-10.034694893703726
7,8.0,-8.07491589315814
8,9.0,4.209876813656853
9,10.0,1.336934513931466
10,11.0,0.39992251266101025
11,12.0,2.1121370330365674
12,13.0,-1.7965215517308404
13,14.0,-3.3520264404100315
14,15.0,-3.3207189272103967
15,16.0,
16,17.0,-2.5224719784531358
17,18.0,-2.988869381053968
18,19.0,-3.8642284554265225
19,20.0,
20,21.0,-1.682118045155059
21,22.0,-1.0635752326842434
22,23.0,
23,24.0,-0.9754550135736904
24,25.0,
25,26.0,0.057025570777356704
26,27.0,
27,28.0,3.1136083681045674
28,29.0,
29,30.0,-0.14621746978085562
30,31.0,
31,32.0,
32,33.0,-1.2860115230748101
33,34.0,
34,35.0,
35,36.0,1.493081808641461
36,37.0,
37,38.0,
38,39.0,
39,40.0,0.476929103629786
40,41.0,
41,42.0,
42,43.0,
43,44.0,
44,45.0,-0.9668374538492378
45,46.0,
46,47.0,
47,48.0,
48,49.0,
49,50.0,-0.9697371624018375
50,51.0,
51,52.0,
52,53.0,
53,54.0,
54,55.0,-0.5701842103757101
55,56.0,
56,57.0,
57,58.0,
58,59.0,-0.710354038571108
59,60.0,
60,61.0,
61,62.0,
62,63.0,-1.1032976849178568
63,64.0,
64,65.0,
65,66.0,2.125171663470832
66,67.0,
67,68.0,
68,69.0,
69,70.0,2.580000554582583
70,71.0,
71,72.0,0.8571285937180109
72,73.0,
73,74.0,
74,75.0,2.9800248149333743
75,76.0,2.1506034245522643
76,77.0,
77,78.0,2.362368290827427
78,79.0,
79,80.0,-2.651100249440942
80,81.0,0.6441364598578542
81,82.0,0.13810159436278943
82,83.0,
83,84.0,0.4643220124006337
84,85.0,6.954192635633663
85,86.0,-1.0775649325719758
86,87.0,2.1066837977566832
87,88.0,0.6835534078024432
88,89.0,11.828987736056202
89,90.0,1.5558722104890865
90,91.0,-0.029775525148183817
91,92.0,-1.803937601338363
92,93.0,-4.194921486575554
93,94.0,-1.6878314865634392
94,95.0,-1.253205397906846
95,96.0,-2.8770534759085025
96,97.0,9.032962201988964
97,98.0,2.2010135179910026
98,99.0,-3.3447415624879864
