,RS Rating,Avg. Advance
0,1.0,36.05145091931543
1,2.0,18.994006775005776
2,3.0,78.94098617663214
3,4.0,17.648569928223445
4,5.0,1.1204120134473237
5,6.0,14.118720393472332
6,7.0,14.792048268860487
7,8.0,4.876915527504023
8,9.0,11.730280330034066
9,10.0,13.30386933739502
10,11.0,3.6296829561372
11,12.0,10.383783400246063
12,13.0,7.378963919423472
13,14.0,8.97279913784047
14,15.0,27.62331973131052
15,16.0,8.397240269485371
16,17.0,10.956444348674824
17,18.0,12.686915981685926
18,19.0,11.946452326427236
19,20.0,10.950483382150296
20,21.0,16.07610564357722
21,22.0,4.7603876567983106
22,23.0,15.367255056961673
23,24.0,14.380557607156788
24,25.0,
25,26.0,6.794604647797418
26,27.0,12.478575815171526
27,28.0,
28,29.0,8.327900371380542
29,30.0,9.076720715155275
30,31.0,
31,32.0,6.563124060947758
32,33.0,
33,34.0,5.762865907603994
34,35.0,
35,36.0,7.540657060672048
36,37.0,
37,38.0,8.11028427681087
38,39.0,
39,40.0,
40,41.0,7.718316827653503
41,42.0,
42,43.0,
43,44.0,7.681441843765615
44,45.0,
45,46.0,
46,47.0,
47,48.0,10.701356440067608
48,49.0,
49,50.0,
50,51.0,
51,52.0,6.032839059952914
52,53.0,
53,54.0,
54,55.0,
55,56.0,17.205994443379538
56,57.0,
57,58.0,
58,59.0,
59,60.0,12.086348958327186
60,61.0,
61,62.0,
62,63.0,
63,64.0,7.996011343192827
64,65.0,
65,66.0,
66,67.0,
67,68.0,7.464546072009418
68,69.0,
69,70.0,
70,71.0,9.716519440558756
71,72.0,
72,73.0,
73,74.0,6.803922267175263
74,75.0,
75,76.0,5.271380387073158
76,77.0,
77,78.0,4.506794624218294
78,79.0,
79,80.0,7.149105857158427
80,81.0,
81,82.0,7.987320492765839
82,83.0,4.521890153324446
83,84.0,7.458982937230743
84,85.0,9.105874851135814
85,86.0,
86,87.0,7.535856242171543
87,88.0,6.404496256821664
88,89.0,6.731848886083102
89,90.0,7.167356987411086
90,91.0,8.732070470507265
91,92.0,8.853841397613035
92,93.0,5.721204764604869
93,94.0,7.7898643231377385
94,95.0,13.015670992689389
95,96.0,8.808194999921056
96,97.0,8.838268212539596
97,98.0,15.790799570693277
98,99.0,30.015559435776225
