,Composite Rating,Avg. Advance
0,1.0,18.174161622428326
1,2.0,10.136839210320677
2,3.0,1.2388111197561227
3,4.0,3.4093737607382373
4,5.0,9.623982438970824
5,6.0,9.22144826552832
6,7.0,25.70764856868272
7,8.0,25.259862828454825
8,9.0,-12.298911664259585
9,10.0,19.434417716468296
10,11.0,-7.597365916674693
11,12.0,3.2639524399931923
12,13.0,-3.5466131757495147
13,14.0,-12.760389627837101
14,15.0,27.768678200305576
15,16.0,5.832874610768992
16,17.0,27.277683925659137
17,18.0,25.185535519208276
18,19.0,12.419327324345867
19,20.0,-8.46581186326487
20,21.0,5.742469236286086
21,22.0,5.375836906568455
22,23.0,-3.136966990197784
23,24.0,11.268369066913053
24,25.0,13.915258254524476
25,26.0,3.328050899062437
26,27.0,35.25279058110566
27,28.0,3.6448095419023168
28,29.0,15.037393517386153
29,30.0,9.9391524515053
30,31.0,-2.9347431691302415
31,32.0,21.792302065839216
32,33.0,8.72245222437372
33,34.0,10.077473790097262
34,35.0,3.0187604912534827
35,36.0,20.28534707923495
36,37.0,-4.284350046798488
37,38.0,18.239786981813374
38,39.0,12.007515263404146
39,40.0,10.947060562201841
40,41.0,6.055777243337077
41,42.0,18.768265839920424
42,43.0,0.5767165544088441
43,44.0,17.63281917819775
44,45.0,17.3647112908669
45,46.0,26.658596447568954
46,47.0,17.39630005778827
47,48.0,8.234914062879003
48,49.0,4.444140333211599
49,50.0,12.952797292625322
50,51.0,14.319421137511632
51,52.0,27.07174381340373
52,53.0,9.30957320111892
53,54.0,20.164134839011236
54,55.0,12.889923136288703
55,56.0,12.7603808259522
56,57.0,24.577107693585848
57,58.0,14.94529338513082
58,59.0,19.183771030182474
59,60.0,17.026145025221574
60,61.0,24.155246261648863
61,62.0,17.513155399793817
62,63.0,20.602616845819817
63,64.0,16.821557584996757
64,65.0,16.553380760307956
65,66.0,15.036259808902162
66,67.0,13.23787701429622
67,68.0,9.351077138916699
68,69.0,22.474105584916792
69,70.0,37.72789732020456
70,71.0,7.585461794390656
71,72.0,12.486321537705148
72,73.0,24.271912008131807
73,74.0,18.621842460942684
74,75.0,21.367078195987613
75,76.0,14.781981124997628
76,77.0,17.18314418795052
77,78.0,14.74241476566931
78,79.0,14.031018558347528
79,80.0,19.20183564708986
80,81.0,20.378369183944923
81,82.0,18.569346677446227
82,83.0,16.980251406372496
83,84.0,20.88157687203061
84,85.0,17.367698629217642
85,86.0,24.62084582456321
86,87.0,18.66809498526003
87,88.0,20.178054441797638
88,89.0,15.922557098933323
89,90.0,18.42088636021775
90,91.0,18.946898918605772
91,92.0,25.86471828565043
92,93.0,15.971708343928444
93,94.0,15.421282968996547
94,95.0,20.662387056593413
95,96.0,24.655178123000645
96,97.0,25.264364359222398
97,98.0,16.108490041451276
98,99.0,29.88279409664902
