,RS Rating,Avg. Advance
0,1.0,1.8213431046714992
1,2.0,9.369624220436124
2,3.0,-5.700384315581169
3,4.0,8.359928401686853
4,5.0,9.871362363426812
5,6.0,11.358053097753636
6,7.0,-2.0209126380071742
7,8.0,10.87960053927741
8,9.0,2.3058670488352466
9,10.0,5.762101054607168
10,11.0,10.566516911474869
11,12.0,11.370102620388513
12,13.0,18.756081205062873
13,14.0,6.291954638109994
14,15.0,-0.26182004307147627
15,16.0,12.982308581526013
16,17.0,14.277107546048883
17,18.0,9.123321610147878
18,19.0,7.7820773728376835
19,20.0,13.373829298182084
20,21.0,11.57999259944021
21,22.0,
22,23.0,12.888149664718012
23,24.0,6.612292447246847
24,25.0,
25,26.0,6.87458323934218
26,27.0,
27,28.0,8.814311694233732
28,29.0,10.954281372548072
29,30.0,
30,31.0,
31,32.0,8.745573937954013
32,33.0,
33,34.0,7.156409110220998
34,35.0,
35,36.0,5.888809054662593
36,37.0,
37,38.0,
38,39.0,11.106597361749849
39,40.0,
40,41.0,
41,42.0,12.804495878379159
42,43.0,
43,44.0,
44,45.0,13.503898001468361
45,46.0,
46,47.0,
47,48.0,15.74973644230363
48,49.0,
49,50.0,
50,51.0,10.99052806816606
51,52.0,
52,53.0,
53,54.0,
54,55.0,16.659691209761228
55,56.0,
56,57.0,
57,58.0,12.825787858262716
58,59.0,
59,60.0,
60,61.0,
61,62.0,10.203829631652779
62,63.0,
63,64.0,14.979365844207248
64,65.0,
65,66.0,
66,67.0,14.311197959580706
67,68.0,
68,69.0,
69,70.0,11.899717499363232
70,71.0,
71,72.0,8.369637402544832
72,73.0,
73,74.0,
74,75.0,11.885153003246415
75,76.0,
76,77.0,11.425979250850684
77,78.0,
78,79.0,
79,80.0,12.243222118767127
80,81.0,
81,82.0,
82,83.0,13.674860907614017
83,84.0,
84,85.0,12.715028056223467
85,86.0,
86,87.0,9.670622608419967
87,88.0,13.062206093126267
88,89.0,11.457068440101407
89,90.0,11.59187611943803
90,91.0,16.025676156288224
91,92.0,12.481040677604538
92,93.0,15.795868256047196
93,94.0,12.76523860309051
94,95.0,12.319447898884373
95,96.0,14.614851402006533
96,97.0,14.387146208550382
97,98.0,9.870328643096386
98,99.0,18.418304334527708
