,EPS Rating,Avg. Advance
0,1.0,
1,2.0,16.887687851020583
2,3.0,4.463871315365453
3,4.0,16.534849362974455
4,5.0,12.47349712758548
5,6.0,15.152648509243706
6,7.0,14.476813868502592
7,8.0,11.927999634915743
8,9.0,19.01311920034451
9,10.0,15.031926073591952
10,11.0,14.761094855088174
11,12.0,16.510568319378827
12,13.0,12.957716354454151
13,14.0,22.02072973731389
14,15.0,10.87914175884692
15,16.0,30.51148273873996
16,17.0,22.876427984677388
17,18.0,
18,19.0,17.371228996092494
19,20.0,24.435825132278755
20,21.0,5.2121318651648885
21,22.0,9.90593428480752
22,23.0,11.162045993725906
23,24.0,9.019639781661043
24,25.0,22.082000752621234
25,26.0,13.598727710298917
26,27.0,13.068602265336466
27,28.0,31.79614072343519
28,29.0,11.38060255069811
29,30.0,11.1586094561741
30,31.0,23.208507393975093
31,32.0,18.510697077309217
32,33.0,16.153722498862248
33,34.0,18.587354221947905
34,35.0,14.835405866900153
35,36.0,7.895227945601789
36,37.0,6.020625743500959
37,38.0,14.96239875621636
38,39.0,9.538566517581799
39,40.0,24.75993810507266
40,41.0,15.38237695269264
41,42.0,10.834387669045526
42,43.0,11.400215935916465
43,44.0,15.946413234634479
44,45.0,12.261010052212944
45,46.0,9.00085178143199
46,47.0,11.280417657456852
47,48.0,12.906401780694518
48,49.0,19.978204818615588
49,50.0,6.398692300870696
50,51.0,19.491970660580318
51,52.0,15.371890165821556
52,53.0,8.214479164537206
53,54.0,8.477398903690649
54,55.0,11.87139669498367
55,56.0,10.844043979143718
56,57.0,14.412369419720656
57,58.0,8.738755934082995
58,59.0,15.534357326378762
59,60.0,24.527094032033826
60,61.0,12.855206260368785
61,62.0,14.393695241735406
62,63.0,10.100564165685089
63,64.0,10.230975181270281
64,65.0,9.672738063677608
65,66.0,13.119839980255723
66,67.0,12.51521109502475
67,68.0,10.147359512940492
68,69.0,12.505861492923616
69,70.0,17.91493548088459
70,71.0,10.376675614471786
71,72.0,14.314769652631407
72,73.0,8.57527460380202
73,74.0,13.173583999084219
74,75.0,11.613017639978198
75,76.0,14.460099224628307
76,77.0,12.528203890028324
77,78.0,11.758044076257333
78,79.0,10.263836040445764
79,80.0,14.888120724766262
80,81.0,14.80359692137706
81,82.0,12.183798341360891
82,83.0,13.7666586624903
83,84.0,13.011726472180674
84,85.0,15.602484865752531
85,86.0,11.353699738695507
86,87.0,16.899997448436313
87,88.0,17.69092139006825
88,89.0,10.254643034488447
89,90.0,12.166743964440991
90,91.0,16.8729983889576
91,92.0,14.07303748412772
92,93.0,13.950973177172045
93,94.0,14.296423171243525
94,95.0,10.904869506354371
95,96.0,14.688307855138028
96,97.0,18.576202355344208
97,98.0,23.83502176009506
98,99.0,11.513577510832413
