,EPS Rating,Avg. Advance
0,1.0,-8.864756501542526
1,2.0,4.913061528032127
2,3.0,-4.651428295001024
3,4.0,-13.581936274416362
4,5.0,-5.605321905010501
5,6.0,-3.1686628602271822
6,7.0,-2.2804319288351973
7,8.0,-11.504451236671992
8,9.0,-14.770009799594067
9,10.0,-7.98499131299575
10,11.0,-6.456389727247605
11,12.0,-6.365276284841531
12,13.0,-1.2598189393271932
13,14.0,-3.9563441134631803
14,15.0,-5.551737341523857
15,16.0,-6.32184352313689
16,17.0,-8.06364899527342
17,18.0,-11.61735059411743
18,19.0,-10.825839166923915
19,20.0,-7.028506549215042
20,21.0,2.16017012024923
21,22.0,-7.69259467560625
22,23.0,-5.5112625767953904
23,24.0,-4.89896000754497
24,25.0,1.0910188797010603
25,26.0,-8.730697677949111
26,27.0,-0.851530440364534
27,28.0,1.2779787220418202
28,29.0,-8.645264562972711
29,30.0,-4.828398972047155
30,31.0,-0.8809898922876794
31,32.0,-6.940859706290721
32,33.0,-5.205762410244956
33,34.0,1.0656198015797882
34,35.0,-7.560524856538422
35,36.0,2.263940378682332
36,37.0,-6.521350799599245
37,38.0,-1.6935740380601392
38,39.0,-3.7049756511729695
39,40.0,-3.2738369021926332
40,41.0,-5.655219112488019
41,42.0,-1.136705778949335
42,43.0,3.436090123380562
43,44.0,-4.207835803212209
44,45.0,-0.4187751382669267
45,46.0,-3.0697185943530045
46,47.0,-0.8930832892793577
47,48.0,-2.2920753201135016
48,49.0,-0.45694375984678925
49,50.0,-8.251505212319545
50,51.0,0.38167497563847624
51,52.0,2.5948512179187446
52,53.0,-1.3823155222217733
53,54.0,1.2541498234241808
54,55.0,3.791097775231182
55,56.0,-3.0772071583990606
56,57.0,-3.3501662261755527
57,58.0,1.3921505379063208
58,59.0,-4.547918675743878
59,60.0,-1.6883295820139346
60,61.0,0.39361376052066055
61,62.0,0.9017141377818705
62,63.0,3.2175703345342708
63,64.0,2.053397953733555
64,65.0,3.8233720556634974
65,66.0,-0.39586587156381
66,67.0,-3.375861091383969
67,68.0,-2.8488801679378755
68,69.0,-0.1916669447969073
69,70.0,1.0496037043066218
70,71.0,4.7237560426301926
71,72.0,4.01440146938012
72,73.0,0.5461513845614608
73,74.0,-0.5224423710337223
74,75.0,2.4769206469748024
75,76.0,-3.7750365217871513
76,77.0,4.187019109942189
77,78.0,3.270526176492919
78,79.0,0.6346804690261171
79,80.0,6.656147226214542
80,81.0,6.677770944197798
81,82.0,2.184981021089256
82,83.0,7.315734702730657
83,84.0,4.023793643071197
84,85.0,4.35319572265937
85,86.0,1.7789626261449236
86,87.0,7.04501127444931
87,88.0,4.405708672322173
88,89.0,4.13403288258949
89,90.0,6.855345953153423
90,91.0,4.812765488104085
91,92.0,6.096390660723132
92,93.0,5.474812586099366
93,94.0,4.528922135735393
94,95.0,6.809947307763689
95,96.0,2.3139648396909513
96,97.0,7.496838418140473
97,98.0,3.897298408027826
98,99.0,-0.8117765045127581
