,Composite Rating,Avg. Advance
0,1.0,36.01504540939243
1,2.0,-17.182795668643706
2,3.0,-3.950687983388173
3,4.0,4.039056936031559
4,5.0,11.691374503047927
5,6.0,-16.361174671344262
6,7.0,-11.241116050896709
7,8.0,-8.136399200384249
8,9.0,-8.262843497079079
9,10.0,-18.449948329925512
10,11.0,4.587847758354344
11,12.0,-22.23036076596301
12,13.0,-9.413725574926955
13,14.0,-12.31879889523459
14,15.0,-5.358073184734006
15,16.0,7.1433444509390345
16,17.0,-5.418201389009725
17,18.0,-2.991514472186493
18,19.0,-3.935237281751517
19,20.0,4.4007787544557955
20,21.0,-10.709413056033052
21,22.0,23.766249219948325
22,23.0,-9.16589687635724
23,24.0,7.630532097748382
24,25.0,-2.102024155769944
25,26.0,-3.659706889683498
26,27.0,8.697523559256725
27,28.0,0.3659769159355285
28,29.0,-7.938166428823821
29,30.0,-0.05508197029901984
30,31.0,-4.213336151842875
31,32.0,-3.4435383851520105
32,33.0,-5.415791029844025
33,34.0,-1.9187855897807888
34,35.0,-1.2662532634989332
35,36.0,12.180386739491162
36,37.0,-1.5299807972605743
37,38.0,-2.4274685683277166
38,39.0,6.399667513776221
39,40.0,13.89667998703773
40,41.0,3.2105507591725444
41,42.0,4.5081510221914325
42,43.0,-11.993574564519538
43,44.0,6.7639688089974355
44,45.0,1.0687722145532799
45,46.0,-4.215654201885496
46,47.0,3.0835867715089242
47,48.0,-0.9238348362291043
48,49.0,12.77616550192872
49,50.0,4.016099573499289
50,51.0,13.211919149393182
51,52.0,8.16642339777149
52,53.0,-1.761171638597473
53,54.0,-2.21980161263446
54,55.0,8.759283450385691
55,56.0,-3.6319351684414385
56,57.0,8.247118318321137
57,58.0,4.491411209669533
58,59.0,5.660815818332769
59,60.0,-0.6738849486384392
60,61.0,-3.6443214085737146
61,62.0,4.334205552959188
62,63.0,8.681300123356591
63,64.0,6.163913977526817
64,65.0,2.80235133246804
65,66.0,-1.7190257720464723
66,67.0,1.1926085376981594
67,68.0,2.334464843315775
68,69.0,5.2270081321253645
69,70.0,7.995562185630162
70,71.0,6.795992040010628
71,72.0,-0.9531145651970657
72,73.0,9.984496149854108
73,74.0,4.7408346231015
74,75.0,11.565114911654826
75,76.0,6.843041295359299
76,77.0,10.578057605787897
77,78.0,8.834586331949694
78,79.0,0.4211065747917975
79,80.0,10.363443424544483
80,81.0,2.1271246497368512
81,82.0,8.41680475193994
82,83.0,5.783123635072564
83,84.0,6.349791486512942
84,85.0,2.9315916681780902
85,86.0,8.75101085844244
86,87.0,6.271802800119272
87,88.0,3.7540958567632834
88,89.0,8.06989106848571
89,90.0,5.846898852040196
90,91.0,6.733908893107762
91,92.0,9.008124923537004
92,93.0,4.137182578736207
93,94.0,10.151752893659394
94,95.0,2.8594408317556987
95,96.0,6.111373743973523
96,97.0,-2.3160679212710926
97,98.0,4.008159948494994
98,99.0,2.486666620742233
